norm_key,name,team,n_points,gw,gh,grid
ringo meerveld,Ringo Meerveld,SC Heerenveen,1214,12,8,0 0 3 14 11 5 14 16 27 3 11 5 5 0 5 24 24 22 19 24 49 14 5 14 5 14 3 35 30 32 35 51 46 41 30 16 3 11 14 59 16 38 38 41 46 38 43 14 0 8 30 35 16 46 38 51 89 95 62 19 3 11 35 78 78 49 57 84 97 68 57 22 0 16 24 70 70 57 76 100 100 73 35 14 3 16 22 38 73 41 41 68 100 73 27 8
luca oyen,Luca Oyen,SC Heerenveen,309,12,8,0 0 25 12 0 6 25 25 12 12 31 19 0 0 0 6 6 6 12 6 12 6 19 6 0 0 0 0 0 0 6 12 19 19 0 6 0 19 6 0 6 19 12 12 31 19 19 0 12 6 6 12 25 6 25 12 12 31 25 31 0 19 19 19 31 44 6 31 38 25 38 50 6 12 25 25 44 0 38 56 100 56 88 44 6 6 31 25 56 25 31 75 62 69 50 19
marcus linday,Marcus Linday,SC Heerenveen,1561,12,8,0 17 19 44 25 25 33 46 27 29 6 2 12 17 23 60 65 46 58 85 67 33 12 0 29 25 40 73 96 73 92 73 75 38 12 8 10 31 46 100 58 83 56 58 54 27 8 0 12 29 38 88 60 69 46 62 48 33 8 0 6 12 21 54 56 50 67 77 44 17 8 2 8 15 12 33 38 17 40 40 31 10 6 0 6 4 12 29 21 15 19 29 17 12 10 0
maxence rivera,Maxence Rivera,SC Heerenveen,1170,12,8,2 7 2 6 15 11 6 7 26 17 24 7 7 2 4 6 4 7 0 4 7 17 9 9 2 2 4 4 9 11 11 4 13 9 9 19 4 4 2 7 2 9 6 7 26 15 17 7 2 9 9 20 9 9 7 26 33 35 30 15 7 13 9 19 30 24 28 33 46 63 70 63 22 20 17 35 44 26 48 65 89 81 83 52 6 7 20 26 63 54 65 76 100 76 43 30
eser gurbuz,Eser Gürbüz,SC Heerenveen,222,12,8,0 14 29 29 71 29 86 86 86 71 29 14 0 0 0 43 0 57 71 71 71 86 43 43 0 14 0 29 29 29 43 29 43 57 43 0 14 0 0 29 14 14 14 29 29 86 14 43 0 0 14 0 0 29 14 14 29 14 43 29 0 0 0 14 0 0 0 43 57 14 43 29 29 0 43 71 29 14 14 57 43 57 86 71 0 43 71 57 14 86 0 86 71 57 100 57
luuk brouwers,Luuk Brouwers,SC Heerenveen,1197,12,8,0 3 20 20 29 20 23 40 14 29 11 0 3 3 11 37 23 31 17 66 46 23 11 23 3 23 26 71 86 54 60 94 63 23 26 23 46 37 29 83 43 57 54 57 60 34 26 29 29 46 31 91 77 63 69 54 66 49 46 29 3 14 40 66 94 49 71 100 66 34 9 14 3 6 6 60 54 46 37 69 49 29 6 11 0 6 9 31 17 14 23 37 34 34 20 3
levi smans,Levi Smans,SC Heerenveen,37,12,8,0 0 0 0 0 0 0 0 33 0 67 0 0 0 0 0 0 0 0 33 0 67 0 33 0 0 0 0 0 0 0 33 67 33 0 33 0 0 0 0 0 0 0 0 0 0 33 33 0 0 0 0 0 33 0 33 67 67 33 0 0 0 0 0 0 0 0 33 33 33 0 33 0 0 0 0 33 33 0 33 33 0 0 0 0 0 0 0 0 0 0 100 33 0 100 33
joris van overeem,Joris van Overeem,SC Heerenveen,2295,12,8,8 18 22 40 40 22 27 33 33 20 17 18 18 18 32 43 43 40 45 58 43 23 13 10 22 32 47 100 68 92 80 73 62 18 10 18 38 32 48 92 68 65 77 57 40 22 15 0 33 62 52 85 73 62 63 55 55 23 8 8 20 30 43 90 95 50 88 73 68 13 8 8 22 25 22 42 55 33 77 85 67 27 30 8 15 13 17 35 40 20 33 53 32 17 20 8
nolhan courtens,Nolhan Courtens,SC Heerenveen,44,12,8,0 0 20 0 0 20 0 0 0 0 0 0 0 0 0 20 0 20 0 0 0 20 0 0 0 0 40 0 100 0 40 40 40 0 0 0 0 0 0 60 40 20 20 0 0 40 0 0 20 0 20 0 0 40 0 40 0 0 0 0 0 0 0 0 40 0 0 20 0 0 0 0 0 0 0 0 40 0 20 0 0 20 20 0 0 0 0 20 0 0 0 0 0 0 20 20
isaiah ahmed,Isaiah Ahmed,SC Heerenveen,9,12,8,0 0 0 50 0 0 0 0 0 0 0 0 0 0 0 0 50 0 0 50 0 0 0 0 0 50 0 100 50 0 0 0 0 0 0 0 0 0 0 50 0 0 0 50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
hristiyan petrov,Hristiyan Petrov,SC Heerenveen,435,12,8,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 4 4 9 4 4 0 0 0 4 4 4 9 13 17 13 17 9 4 4 0 0 4 0 4 35 57 61 65 35 9 9 13 0 4 9 0 17 57 52 100 65 48 17 30 17 9 13 13 35 26 61 70 48 61 61 65 26 17 22 26 9 48 52 70 70 26 35 83 52 30 22 4
vasilios zagaritis,Vasilios Zagaritis,SC Heerenveen,1593,12,8,1 0 4 5 7 1 7 9 9 9 0 3 0 1 3 4 1 4 0 1 3 5 5 0 0 1 1 1 5 0 0 1 3 1 3 3 20 12 1 9 3 3 0 1 7 1 0 3 33 25 13 14 16 13 4 7 11 7 8 7 36 30 38 45 33 28 30 28 36 28 14 30 29 30 57 75 74 54 62 64 59 46 39 41 25 45 64 100 92 63 87 91 83 67 43 12
oliver braude,Oliver Braude,SC Heerenveen,1742,12,8,42 55 72 100 87 75 86 99 78 68 45 14 25 38 62 91 57 66 61 63 63 38 33 21 38 49 43 84 71 43 42 37 36 21 20 17 26 36 18 28 18 18 16 7 8 5 12 13 22 11 5 8 5 4 3 4 8 0 3 7 0 4 1 3 1 0 1 3 0 3 3 5 1 1 1 4 1 0 3 1 1 3 1 1 0 5 1 5 5 0 0 1 3 1 1 1
nikolai soyset hopland,Nikolai Soyset Hopland,SC Heerenveen,481,12,8,0 0 8 8 12 21 12 17 4 0 0 0 8 33 17 33 17 17 21 8 4 0 0 0 21 21 29 25 17 17 17 25 4 4 4 0 17 17 38 42 62 58 8 21 0 4 8 0 25 29 42 100 62 67 25 12 0 0 17 12 8 38 62 92 79 71 62 33 12 0 0 0 8 33 38 50 29 25 54 33 12 0 0 0 25 21 25 33 12 8 38 4 4 0 0 0
mats egbring,Mats Egbring,SC Heerenveen,138,12,8,30 50 50 70 70 100 60 50 70 30 30 0 50 40 30 60 20 20 10 50 20 30 10 10 70 40 10 40 20 10 20 0 10 10 10 10 30 40 10 10 0 10 30 0 0 0 20 0 10 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
sam kersten,Sam Kersten,SC Heerenveen,1469,12,8,16 19 27 44 26 21 18 16 8 4 0 0 23 44 51 62 49 38 45 36 12 0 0 0 38 52 77 100 74 77 75 42 19 1 0 5 48 51 55 93 70 59 41 25 18 1 4 8 26 32 23 58 34 41 26 10 0 3 8 3 14 5 11 22 21 16 7 5 0 1 0 3 5 4 7 5 10 4 1 1 3 0 0 0 1 3 1 0 1 1 0 0 0 0 0 0
maas willemsen,Maas Willemsen,SC Heerenveen,1717,12,8,2 4 8 1 2 0 0 2 2 4 0 0 5 4 4 8 11 5 6 2 1 0 1 0 11 7 15 19 20 21 8 5 1 1 0 0 24 30 27 39 27 24 13 8 5 1 8 8 65 45 49 76 43 56 33 20 7 2 15 7 24 58 77 100 87 68 74 42 11 2 2 1 21 46 65 81 55 48 60 51 21 4 0 2 15 31 30 42 25 30 19 20 5 4 4 1
andries noppert,Andries Noppert,SC Heerenveen,192,12,8,0 3 0 0 0 0 0 0 0 0 0 0 0 3 3 3 0 3 0 0 0 0 0 0 38 18 10 3 0 0 0 0 0 0 0 0 100 62 0 5 0 0 0 0 0 0 0 0 87 56 10 3 3 0 0 0 0 0 0 0 21 23 18 8 0 0 0 0 0 0 0 0 0 5 5 3 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0
bernt klaverboer,Bernt Klaverboer,SC Heerenveen,735,12,8,3 4 1 1 0 0 0 0 0 0 0 0 4 13 4 4 1 0 0 0 0 0 0 0 49 46 30 9 2 0 0 0 0 0 0 0 100 90 44 35 6 0 0 0 0 0 0 0 99 85 51 31 2 0 0 0 0 0 0 0 35 29 16 7 3 0 0 0 0 0 0 0 3 3 1 2 0 0 0 0 0 0 0 1 0 2 2 1 0 0 1 0 0 0 0 0
oskar zawada,Oskar Zawada,FC Groningen,171,12,8,0 0 0 0 9 0 0 9 0 9 9 0 0 0 0 9 0 9 9 9 9 9 9 9 0 0 9 18 0 55 36 45 9 0 27 18 18 18 9 9 0 73 36 27 55 45 55 55 0 0 0 27 18 18 36 45 64 82 91 55 9 0 9 9 27 0 0 27 100 27 9 36 0 9 0 0 0 0 9 18 0 0 0 9 0 0 0 0 18 18 9 18 9 18 0 0
thom van bergen,Thom van Bergen,FC Groningen,1514,12,8,7 7 20 41 39 29 27 46 63 54 39 22 0 7 10 39 12 27 22 78 46 24 51 46 7 20 12 37 51 63 54 78 66 59 76 71 15 2 0 37 29 41 54 78 90 63 63 41 2 12 10 29 44 56 61 90 85 71 76 59 2 5 2 27 29 39 46 85 100 100 51 44 5 7 7 24 34 17 32 66 83 59 34 20 0 2 10 37 24 17 29 41 54 46 22 29
noam emeran,Noam Emeran,FC Groningen,53,12,8,0 0 0 0 0 0 20 60 80 100 40 20 0 0 0 0 0 20 0 0 0 20 60 20 0 0 0 0 0 20 0 0 20 0 0 20 0 0 0 0 0 0 0 20 20 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 60 20 0 0 0 20 20 0 20 20 20 0 40 0 0 40 0 20 0 0 0 0 40 0 0 0 0 40 20 60 0 0 20 0 20 20
brynjolfur darri willumsson,Brynjólfur Darri Willumsson,FC Groningen,556,12,8,0 17 4 12 4 12 25 21 12 21 8 12 17 8 0 12 17 4 17 54 46 29 0 0 8 0 0 4 25 21 50 71 100 46 58 17 4 12 0 17 17 33 50 58 96 54 92 46 12 8 4 8 25 50 54 54 79 62 96 42 4 0 0 17 17 17 21 46 96 38 21 29 0 0 0 0 8 25 17 38 29 8 25 12 0 0 0 8 12 4 17 12 42 8 8 8
nils eggens,Nils Eggens,FC Groningen,12,12,8,0 0 0 50 0 0 0 0 0 50 0 0 0 0 0 0 0 0 0 0 50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 50 50 50 0 0 0 50 0 0 0 0 0 0 0 0 0 0 0 50 0 0 0 0 0 100 0 0 50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 50 0 0 0 0
ryan metu,Ryan Metu,FC Groningen,70,12,8,17 0 0 0 0 0 0 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17 0 0 0 0 0 17 0 0 0 17 0 0 17 0 17 0 0 0 17 17 0 0 0 0 33 17 33 17 17 17 0 0 0 0 17 17 0 0 17 33 33 50 0 33 50 0 0 17 83 33 0 33 17 100 17 33 17 0 0 0 33 33 33 50 33 33 50 17 0
tygo land,Tygo Land,FC Groningen,1051,12,8,3 9 12 21 24 15 9 36 39 12 6 3 3 9 15 30 24 36 45 64 48 15 21 6 12 42 18 73 79 91 100 88 82 21 9 6 3 15 27 67 52 88 82 67 58 33 12 0 6 39 55 85 94 67 94 88 70 33 15 3 12 12 15 48 45 70 94 88 88 33 6 3 0 9 9 15 24 21 45 97 58 12 6 0 0 3 0 6 3 12 12 18 18 9 9 0
stije resink,Stije Resink,FC Groningen,1479,12,8,2 2 7 7 7 5 7 12 18 11 2 2 4 0 4 14 5 11 21 21 18 4 2 7 4 12 12 32 46 50 41 54 39 20 7 9 27 20 27 55 45 45 43 62 45 21 20 11 11 12 21 61 59 64 77 59 66 29 14 9 12 5 25 68 70 73 100 80 77 21 7 11 0 5 20 70 61 57 84 84 59 23 0 2 0 7 4 32 38 11 30 41 18 16 9 0
travis hernes,Travis Hernes,FC Groningen,156,12,8,0 29 14 14 0 14 14 14 14 43 29 29 14 0 0 0 57 29 14 14 100 0 29 14 29 0 0 43 14 14 0 29 29 43 14 57 29 29 0 14 14 14 43 86 57 14 14 14 0 0 14 14 14 14 14 43 43 71 29 0 0 0 14 29 29 29 0 71 43 29 0 29 0 0 29 14 14 14 71 71 57 43 14 43 0 0 0 14 29 14 43 14 86 14 29 0
jorg schreuders,Jorg Schreuders,FC Groningen,1529,12,8,9 20 9 18 20 23 29 43 38 18 29 9 7 5 11 18 16 9 27 30 30 20 9 9 4 5 7 12 23 12 41 46 45 30 12 9 9 9 9 23 27 25 25 29 27 20 9 4 4 9 16 20 20 21 36 34 43 23 16 7 7 5 12 30 38 29 57 71 59 45 38 25 20 21 30 36 57 52 45 64 100 68 45 16 21 20 39 54 59 50 59 88 82 62 46 16
tika de jonge,Tika de Jonge,FC Groningen,1146,12,8,4 0 16 18 30 24 36 38 32 14 10 6 2 8 8 60 48 56 66 72 52 16 8 10 6 16 22 74 48 64 62 100 60 18 12 8 8 22 30 40 56 42 68 56 38 18 14 8 16 16 16 56 44 62 52 52 36 14 16 10 0 6 12 28 30 24 44 36 40 10 0 0 4 0 4 16 12 2 14 30 14 4 2 0 0 0 0 4 2 4 10 10 4 2 6 4
david van der werff,David van der Werff,FC Groningen,1136,12,8,6 16 31 78 62 38 91 100 91 59 44 22 9 19 19 72 69 66 56 84 62 44 16 31 6 28 19 47 50 59 59 84 69 53 50 16 6 16 9 34 28 38 47 16 41 41 28 12 6 6 3 9 22 19 28 53 50 31 34 28 6 3 6 19 25 16 31 62 72 53 44 34 0 9 12 31 22 16 31 59 94 62 31 28 9 3 12 25 47 25 47 69 81 78 38 16
pelle clement,Pelle Clement,FC Groningen,985,12,8,0 9 9 34 26 9 9 23 23 11 9 9 0 14 6 29 49 29 23 26 23 11 3 0 17 29 26 51 83 63 80 57 29 14 6 6 14 43 34 97 49 60 66 57 31 34 14 11 43 20 49 100 57 46 74 63 77 26 6 14 26 17 20 40 43 46 57 49 66 20 11 9 11 11 11 37 46 20 34 54 43 14 9 9 6 14 9 6 26 3 26 29 20 20 17 11
thijmen blokzijl,Thijmen Blokzijl,FC Groningen,1840,12,8,6 14 32 44 37 32 42 33 9 2 2 0 10 22 52 79 70 61 63 42 21 6 0 0 30 41 67 100 96 77 79 58 16 9 0 0 38 30 32 74 68 59 46 19 7 8 3 3 28 21 23 48 37 32 20 8 3 2 1 3 4 9 20 26 10 13 12 7 3 0 0 0 1 6 8 10 8 7 3 6 2 0 0 0 1 9 4 7 3 0 0 0 0 0 0 0
marco rente,Marco Rente,FC Groningen,1237,12,8,12 24 50 66 86 65 93 100 88 51 51 19 27 24 36 53 57 36 32 46 50 28 34 15 28 26 34 46 32 30 35 20 27 18 9 24 18 16 7 9 12 5 5 4 5 5 9 22 15 8 5 9 7 0 1 0 3 1 1 4 3 1 1 4 3 1 0 0 0 1 1 0 0 0 0 3 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
tyrique mercera,Tyrique Mercera,FC Groningen,545,12,8,13 40 53 90 100 80 83 93 83 83 33 13 10 37 23 67 60 43 23 30 40 37 43 33 7 23 43 30 27 7 7 23 23 20 37 23 17 23 13 13 0 7 10 0 7 3 7 7 20 13 7 7 0 3 3 17 3 3 3 3 3 0 0 3 0 0 0 0 3 0 0 0 0 0 0 3 3 0 3 7 7 0 3 0 0 0 7 17 27 7 13 13 7 3 13 0
wouter prins,Wouter Prins,FC Groningen,390,12,8,0 0 6 3 0 0 3 3 6 0 9 3 3 3 0 3 0 0 3 0 3 0 0 0 0 3 0 3 0 0 0 9 6 3 0 0 0 12 3 0 6 0 0 6 6 0 0 3 9 12 12 3 9 6 6 6 0 6 3 0 19 25 31 28 28 22 22 12 12 9 0 9 6 25 22 28 34 25 12 41 22 16 6 16 22 41 59 100 66 44 53 47 47 38 31 12
etienne vaessen,Etienne Vaessen,FC Groningen,882,12,8,0 5 2 2 2 0 0 0 0 0 0 0 6 10 13 10 5 0 0 0 0 0 0 0 52 68 30 18 8 0 0 0 0 0 0 0 99 100 85 52 8 1 1 0 0 0 0 0 79 93 60 39 3 2 0 0 0 0 0 0 32 44 21 8 3 0 2 0 0 0 0 0 9 10 3 7 2 0 0 0 0 0 0 0 0 2 9 5 1 0 0 0 0 0 0 0
rijk janse,Rijk Janse,FC Groningen,55,12,8,0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 8 8 0 0 0 0 0 0 0 33 50 17 0 0 0 0 0 0 0 0 0 100 67 17 0 0 0 0 0 0 0 0 0 42 83 0 0 0 17 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
casper terho,Casper Terho,Sparta Rotterdam,170,12,8,7 7 0 29 71 43 64 86 100 86 36 21 0 0 29 21 29 14 36 43 36 36 21 7 7 29 14 14 7 29 36 7 43 7 29 7 0 7 0 14 0 0 0 0 36 0 0 21 7 7 0 14 0 7 0 0 0 14 0 0 0 0 0 0 0 0 0 0 7 14 7 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
milan zonneveld,Milan Zonneveld,Sparta Rotterdam,452,12,8,0 0 5 5 0 19 14 5 10 10 19 10 0 0 0 0 14 0 38 67 24 24 5 14 5 10 0 14 48 19 71 33 100 19 62 29 33 19 19 24 29 62 38 43 33 29 57 95 5 10 5 24 38 43 38 29 67 29 86 62 10 0 0 10 24 14 48 38 48 24 38 33 0 0 5 0 33 10 29 38 33 14 24 10 0 0 0 0 10 10 10 24 5 5 0 5
nokkvi thorisson,Nökkvi Þórisson,Sparta Rotterdam,221,12,8,0 0 0 20 20 20 20 30 10 20 50 10 0 10 0 20 0 0 30 0 50 100 20 0 0 10 0 0 10 10 40 30 50 70 90 30 0 10 10 20 10 30 20 30 40 10 30 40 0 20 0 40 0 50 40 0 30 40 50 60 0 0 0 0 30 20 30 60 60 50 60 20 0 0 0 20 90 30 40 30 40 30 40 20 0 0 10 0 10 20 20 40 60 0 20 10
shunsuke mito,Shunsuke Mito,Sparta Rotterdam,947,12,8,0 2 0 13 7 11 7 18 16 16 20 7 0 2 4 4 13 7 13 13 11 7 18 16 0 2 0 4 9 4 13 13 18 13 20 18 0 2 13 4 16 7 4 16 18 22 27 11 2 11 11 11 18 7 11 27 29 27 38 13 2 4 22 36 18 27 24 40 42 36 64 29 16 36 18 62 40 49 44 67 78 47 51 40 7 20 13 27 62 40 76 80 100 60 27 18
joel ideho,Joel Ideho,Sparta Rotterdam,699,12,8,0 6 6 11 9 9 23 11 20 14 14 14 0 9 9 14 6 3 14 9 20 3 11 6 6 3 14 6 3 3 9 14 17 11 6 3 6 0 3 11 14 9 9 9 9 17 3 0 0 11 6 9 14 14 11 11 40 20 14 9 0 11 11 23 29 17 40 31 26 51 23 34 9 17 29 46 51 40 26 51 97 57 57 20 11 20 17 40 60 63 66 100 91 86 40 23
mitchell van bergen,Mitchell Van Bergen,Sparta Rotterdam,1125,12,8,9 10 21 36 46 37 60 82 84 100 73 31 10 13 7 19 22 25 21 40 46 49 49 51 1 9 6 10 13 10 12 19 27 37 40 25 1 12 6 12 1 9 7 7 10 13 7 7 0 4 3 4 4 1 6 6 3 10 12 3 6 3 0 1 6 4 3 12 13 27 15 10 0 1 7 3 12 4 6 7 13 30 12 22 3 4 1 7 10 1 12 21 27 24 22 13
jens toornstra,Jens Toornstra,Sparta Rotterdam,500,12,8,0 6 33 22 28 17 33 33 56 61 44 11 0 11 0 56 33 11 61 67 83 11 11 17 11 44 28 100 67 44 67 28 39 33 22 6 11 33 39 67 56 72 33 11 50 22 28 0 33 22 6 61 17 44 39 22 50 22 11 0 22 22 33 61 22 61 39 50 22 17 11 6 0 0 39 39 22 50 22 28 6 44 11 0 0 0 6 28 39 11 17 28 22 33 17 6
alwande roaldsoy,Alwande Roaldsoy,Sparta Rotterdam,48,12,8,0 0 0 0 67 33 67 67 0 33 0 0 0 67 67 0 67 0 33 33 0 0 0 0 33 33 0 33 33 33 100 67 0 0 0 0 0 33 0 0 67 33 33 33 33 0 0 0 0 0 0 33 0 0 33 0 67 0 0 0 0 0 0 67 33 33 33 0 0 0 0 0 0 0 0 0 0 0 33 67 0 0 33 0 0 0 0 0 67 0 0 0 0 0 0 0
julian baas,Julian Baas,Sparta Rotterdam,832,12,8,7 7 10 31 31 24 17 24 0 28 21 7 10 3 14 38 69 45 48 52 41 10 7 0 17 24 48 97 100 90 93 48 48 7 3 0 31 41 28 66 83 52 59 55 34 17 7 3 48 45 38 62 79 48 69 38 45 21 14 7 7 34 21 41 62 38 83 72 38 14 7 10 3 7 10 34 31 17 28 21 34 21 3 0 0 10 3 10 21 3 21 17 7 3 17 7
ayoni santos,Ayoni Santos,Sparta Rotterdam,983,12,8,16 9 16 25 25 28 38 56 62 56 31 6 9 16 19 44 41 25 28 56 75 38 44 31 12 3 19 78 66 47 78 100 59 34 34 25 9 12 41 56 38 56 59 53 59 38 38 12 6 25 16 25 31 59 38 59 53 22 25 0 9 12 16 44 69 41 41 56 47 16 25 6 12 12 16 28 25 22 28 16 34 12 22 19 12 6 12 31 47 16 28 25 25 25 19 16
younes jaber el maftahi,Younes Jaber el Maftahi,Sparta Rotterdam,31,12,8,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25 0 0 0 0 0 0 0 25 25 25 50 75 0 0 0 0 0 50 0 0 0 50 0 0 100 50 0 25 0 0 25 0 0 50 25 50 25 50 0 0 0 0 25 25 0
teo quintero,Teo Quintero,Sparta Rotterdam,1661,12,8,2 0 2 8 2 0 2 6 2 0 0 0 3 5 2 12 9 8 6 5 2 2 2 0 6 2 8 18 23 27 12 5 6 2 0 2 29 23 17 26 11 18 14 6 0 2 12 8 77 56 29 50 36 36 32 6 15 11 18 23 48 53 53 83 65 61 65 36 23 8 6 11 35 45 64 86 89 59 71 79 36 27 14 17 20 47 55 100 82 50 65 70 62 44 35 17
marvin young,Marvin Young,Sparta Rotterdam,1789,12,8,20 29 24 25 15 22 25 20 15 1 1 0 25 43 47 63 54 55 54 19 3 0 0 0 41 63 81 100 90 70 80 44 8 1 3 3 34 47 40 73 52 56 46 17 6 1 6 4 26 46 31 43 33 27 27 8 4 2 15 3 6 9 13 12 14 11 9 5 2 0 3 2 2 3 3 8 9 3 1 1 2 0 0 0 0 1 3 2 2 2 1 0 0 0 0 0
nick verschuren,Nick Verschuren,Sparta Rotterdam,1479,12,8,2 3 2 5 5 1 1 0 1 0 0 0 3 2 8 5 7 9 3 3 0 0 0 0 8 11 6 15 14 1 6 8 3 1 1 0 31 38 26 25 24 19 15 6 8 1 11 10 57 56 36 68 53 55 27 12 14 3 10 12 38 40 67 100 67 52 49 18 11 2 5 2 18 49 64 73 49 33 31 14 5 2 0 1 10 19 24 22 20 14 15 6 3 3 1 1
lushendry edward martes,Lushendry Edward Martes,Sparta Rotterdam,664,12,8,20 34 36 98 100 64 91 84 59 34 41 2 30 30 39 57 45 64 41 39 39 14 2 0 36 30 18 48 43 36 27 25 14 9 7 0 20 9 5 7 14 5 11 5 5 2 2 5 2 5 5 2 9 0 2 2 7 0 0 0 0 0 0 7 5 2 5 0 0 0 0 0 0 2 2 5 2 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0
bruno martins indi,Bruno Martins Indi,Sparta Rotterdam,1424,12,8,1 4 5 0 0 1 6 0 1 1 0 0 9 1 4 5 13 2 1 1 0 1 0 0 11 7 11 24 21 17 13 1 1 1 4 1 27 28 17 35 34 29 24 7 1 1 4 6 56 60 32 77 62 51 40 32 10 0 7 6 29 50 67 100 74 62 70 35 13 2 1 0 10 33 55 44 43 39 45 27 11 5 0 1 4 12 16 21 12 5 12 10 5 0 5 0
bas kuipers,Bas Kuipers,Sparta Rotterdam,112,12,8,0 0 0 0 0 0 0 0 0 0 0 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 0 0 0 0 0 0 0 0 0 11 0 11 0 0 0 0 11 0 0 0 22 22 0 44 11 0 11 11 0 78 11 11 0 11 11 0 44 0 56 56 22 56 22 11 22 22 22 11 33 100 89 44 44 56 44 100 33 22 33
mike kleijn,Mike Kleijn,Sparta Rotterdam,301,12,8,0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 6 6 0 0 0 0 0 0 0 0 0 0 6 6 0 0 0 0 0 0 0 0 0 0 22 22 11 22 11 6 6 6 6 0 11 0 28 17 28 39 17 17 17 11 22 28 6 22 56 61 89 94 78 67 33 39 67 17 28 0 22 33 100 67 56 67 83 56 44 72 33 11
giannino vianello,Giannino Vianello,Sparta Rotterdam,262,12,8,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 17 6 0 6 0 0 6 0 0 0 0 0 39 28 11 0 6 6 0 6 11 6 0 0 56 11 17 33 56 33 28 22 17 17 6 17 28 17 22 50 39 61 56 33 33 17 28 11 28 33 83 78 100 44 33 67 33 44 44 11
lequincio zeefuik,Lequincio Zeefuik,Fortuna Sittard,595,12,8,0 4 0 8 8 20 8 36 28 24 20 0 0 0 0 12 24 28 36 60 60 28 32 16 12 8 12 12 16 40 84 88 100 28 68 36 16 0 12 12 8 28 92 44 56 32 88 32 8 8 8 4 8 36 48 60 52 32 28 12 0 12 0 8 16 32 68 56 76 32 20 20 0 0 8 12 24 8 32 36 52 40 28 16 0 0 0 4 16 8 12 8 36 12 8 0
mohamed ihattaren,Mohamed Ihattaren,Fortuna Sittard,1141,12,8,0 7 14 56 63 30 72 93 95 100 67 19 0 7 12 44 35 33 63 98 79 35 42 16 2 2 12 23 42 44 35 58 70 60 37 14 0 0 14 33 26 14 35 23 44 26 7 7 0 0 2 14 0 23 19 37 33 23 14 9 5 5 7 28 30 23 37 40 63 33 21 21 0 2 5 21 16 16 26 44 56 30 23 14 0 2 7 12 12 14 21 23 30 33 26 28
edouard michut,Édouard Michut,Fortuna Sittard,1098,12,8,6 19 19 36 19 17 22 47 33 28 19 11 6 17 17 64 53 42 67 69 67 50 33 6 8 25 61 81 78 53 100 94 78 11 11 17 6 11 28 50 36 50 72 47 31 19 22 3 11 25 33 61 39 47 72 64 50 22 3 3 8 11 14 44 64 58 69 67 50 28 14 11 8 3 8 31 53 17 39 56 58 19 6 6 0 3 6 17 11 8 6 25 25 8 11 0
yassin oukili,Yassin Oukili,Fortuna Sittard,281,12,8,50 0 10 10 10 10 10 50 40 0 0 0 0 0 10 100 60 60 20 90 60 0 0 0 10 20 20 40 50 100 60 80 50 10 20 20 10 30 30 30 30 30 40 60 40 10 40 10 0 10 10 20 40 60 90 50 60 10 10 0 0 0 30 50 70 60 50 50 100 70 30 0 0 0 10 60 30 10 70 70 40 30 20 10 0 0 0 30 20 0 0 30 20 20 40 0
samuel bastien,Samuel Bastien,Fortuna Sittard,25,12,8,0 0 0 0 0 33 0 0 33 0 0 0 0 0 33 0 0 33 33 33 33 0 0 0 0 0 0 0 0 0 0 33 33 0 33 0 0 0 33 33 0 0 33 0 0 0 0 0 0 33 0 0 0 0 33 33 0 33 0 0 0 0 0 0 0 0 0 33 0 0 0 0 0 0 0 0 0 0 0 100 0 33 0 0 0 0 0 0 33 0 0 0 0 0 67 0
