sofascore_id,player,squad,norm_key,rating,appearances,matchesStarted,minutesPlayed,goals,expectedGoals,assists,expectedAssists,bigChancesCreated,bigChancesMissed,totalShots,shotsOnTarget,goalConversionPercentage,accuratePasses,totalPasses,accuratePassesPercentage,accurateLongBalls,totalLongBalls,accurateLongBallsPercentage,keyPasses,accurateFinalThirdPasses,accurateChippedPasses,totalChippedPasses,successfulDribbles,totalContest,successfulDribblesPercentage,totalCross,accurateCrosses,accurateCrossesPercentage,touches,possessionLost,possessionWonAttThird,ballRecovery,dispossessed,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialLost,aerialDuelsWonPercentage,totalDuelsWon,totalDuelsWonPercentage,tackles,tacklesWon,tacklesWonPercentage,interceptions,clearances,blockedShots,outfielderBlocks,errorLeadToGoal,errorLeadToShot,dribbledPast,fouls,wasFouled,yellowCards,redCards,saves,savesCaught,savesParried,cleanSheet,goalsConceded,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,punches,runsOut,successfulRunsOut,highClaims,crossesNotClaimed,penaltyFaced,penaltySave
885197,Bremer,Juventus,bremer,7.0923076923077,26,25,2175,4,2.7933,3,1.16773249,0,1,23,9,17.391304347826,1194,1334,89.505247376312,66,128,51.5625,8,126,23,57,1,7,14.285714285714,1,0,0.0,1626,170,2,112,5,39,52.0,66,48,57.894736842105,105,55.555555555556,28,14,50.0,32,94,3,11,1,0,4,21,10,5,0,0,0,0,12,19,0,0,15,4,0,0,0,0,0,0,0
965330,Pierre Kalulu,Juventus,pierre kalulu,6.9135135135135,37,37,3282,2,1.7486,4,3.34100752,11,1,13,4,15.384615384615,1952,2197,88.848429676832,76,143,53.146853146853,43,475,49,119,7,22,31.818181818182,94,22,23.404255319149,2754,376,6,158,10,84,56.756756756757,35,40,46.666666666667,119,53.363228699552,62,34,54.838709677419,24,62,4,8,0,0,9,34,16,2,1,0,0,0,16,30,0,0,25,5,0,0,0,0,0,0,0
1128063,Federico Gatti,Juventus,federico gatti,6.78,21,12,1100,2,2.0969,0,0.12465563,0,2,14,6,14.285714285714,585,645,90.697674418605,31,58,53.448275862069,3,69,9,21,1,1,100.0,2,0,0.0,805,71,2,46,1,19,48.717948717949,27,16,62.790697674419,46,56.09756097561,12,10,83.333333333333,13,63,3,6,1,2,3,17,6,3,0,0,0,0,2,13,0,0,9,4,0,0,0,0,0,0,0
988037,Juan Cabal,Juventus,juan cabal,6.7416666666667,12,2,296,2,0.7946,0,0.17708514,2,0,5,2,40.0,108,134,80.597014925373,3,11,27.272727272727,2,28,1,5,1,1,100.0,4,0,0.0,200,45,1,21,4,11,45.833333333333,4,7,36.363636363636,15,42.857142857143,9,6,66.666666666667,4,6,1,0,0,0,5,4,1,1,0,0,0,0,0,5,0,0,4,1,0,0,0,0,0,0,0
865167,Lloyd Kelly,Juventus,lloyd kelly,7.0028571428571,35,33,2998,1,1.0886,1,1.35479168,3,0,17,3,5.8823529411765,1808,2033,88.932611903591,127,234,54.273504273504,11,225,46,117,18,23,78.260869565217,12,0,0.0,2449,285,12,168,9,83,57.638888888889,90,53,62.937062937063,173,60.278745644599,48,34,70.833333333333,14,116,6,17,0,2,7,43,20,4,0,0,0,0,13,30,0,0,25,5,0,0,0,0,0,0,0
902031,João Mário,Juventus,joao mario,6.8052631578947,20,12,1008,1,0.2806,0,0.8531574,1,0,7,2,14.285714285714,386,492,78.455284552846,19,42,45.238095238095,8,124,15,45,15,32,46.875,20,7,35.0,761,170,2,43,6,60,58.823529411765,6,8,42.857142857143,66,56.896551724138,14,8,57.142857142857,13,13,4,3,1,0,10,10,31,2,0,0,0,0,2,9,0,0,8,1,0,0,0,0,0,0,0
139273,Daniele Rugani,Juventus,daniele rugani,6.5636363636364,12,7,594,0,0.1015,0,0.04157678,0,1,1,0,0.0,296,323,91.640866873065,10,19,52.631578947368,0,7,3,9,0,0,0.0,0,0,0.0,391,29,0,15,0,8,50.0,15,14,51.724137931034,23,51.111111111111,8,6,75.0,9,30,0,4,1,2,1,9,0,2,0,0,0,0,1,6,0,0,6,0,0,0,0,0,0,0,0
844609,Michele Di Gregorio,Juventus,michele di gregorio,6.8966666666667,30,29,2655,0,,0,0.01543394,0,0,0,0,0.0,506,667,75.862068965517,108,267,40.449438202247,0,9,36,61,1,1,100.0,0,0,0.0,901,166,0,184,0,5,100.0,2,0,100.0,7,100.0,0,0,0.0,0,11,0,0,0,0,0,0,5,1,0,61,0,18,13,25,31,28,20,5,5,10,10,18,0,3,1
79645,Mattia Perin,Juventus,mattia perin,6.6888888888889,9,9,765,0,,0,0.00369384,0,0,0,0,0.0,137,161,85.093167701863,27,51,52.941176470588,1,3,10,15,0,0,0.0,0,0,0.0,218,24,0,55,0,1,100.0,1,0,100.0,2,100.0,0,0,0.0,0,4,0,0,0,1,0,0,2,0,0,13,0,3,2,9,11,2,8,1,2,2,2,1,0,0,0
960441,Charles De Ketelaere,Atalanta,charles de ketelaere,7.2161290322581,31,26,2188,3,3.6332,5,8.7526991,18,3,46,16,6.5217391304348,800,1018,78.585461689587,35,60,58.333333333333,63,440,42,83,49,99,49.494949494949,47,16,34.042553191489,1504,421,20,122,56,109,42.745098039216,42,47,47.191011235955,151,43.895348837209,24,16,66.666666666667,4,15,16,2,0,0,19,23,36,4,0,0,0,0,5,20,0,0,18,2,0,0,0,0,0,0,0
1019442,Kamaldeen Sulemana,Atalanta,kamaldeen sulemana,6.728,25,9,1007,2,2.3171,1,2.08891829,3,3,25,10,8.0,290,342,84.795321637427,14,20,70.0,13,146,10,15,22,48,45.833333333333,22,5,22.727272727273,555,147,6,47,18,45,41.666666666667,12,12,50.0,57,43.181818181818,9,6,66.666666666667,2,8,6,1,0,0,6,13,14,4,0,0,0,0,0,12,0,0,11,1,0,0,0,0,0,0,0
865651,Giacomo Raspadori,Atalanta,giacomo raspadori,6.7692307692308,13,7,791,3,3.1815,1,1.51988783,0,3,28,11,10.714285714286,241,299,80.602006688963,12,23,52.173913043478,17,100,13,25,5,15,33.333333333333,44,13,29.545454545455,455,124,2,28,11,19,38.0,7,9,43.75,26,39.393939393939,8,3,37.5,1,5,11,0,0,0,3,7,6,0,0,0,0,0,1,8,0,0,8,0,0,0,0,0,0,0,0
807301,Gianluca Scamacca,Atalanta,gianluca scamacca,6.6708333333333,24,16,1319,10,6.7341,1,0.82791799,1,5,57,22,17.543859649123,222,316,70.253164556962,8,11,72.727272727273,17,112,7,11,13,23,56.521739130435,0,0,0.0,535,170,5,32,21,39,39.0,26,15,63.414634146341,65,46.099290780142,8,5,62.5,3,15,8,2,1,0,4,26,18,2,0,0,0,0,1,14,0,0,13,1,0,0,0,0,0,0,0
970928,Daniel Maldini,Atalanta,daniel maldini,6.7047619047619,21,12,956,2,3.2456,1,1.02512513,2,2,23,7,8.695652173913,251,309,81.229773462783,5,9,55.555555555556,11,102,4,7,16,34,47.058823529412,11,3,27.272727272727,519,147,9,34,25,58,49.57264957265,8,17,32.0,66,46.478873239437,15,13,86.666666666667,4,4,8,1,0,0,2,18,27,1,0,0,0,0,0,13,0,0,10,3,0,0,0,0,0,0,0
839156,Nikola Krstović,Atalanta,nikola krstovic,6.6515151515152,33,18,1786,10,14.0255,5,2.12127902,5,14,99,34,10.10101010101,369,500,73.8,9,17,52.941176470588,21,178,7,19,17,39,43.589743589744,5,1,20.0,873,262,24,66,23,58,42.028985507246,60,69,46.511627906977,118,44.194756554307,15,11,73.333333333333,3,15,24,3,0,0,4,45,27,4,0,0,0,0,3,16,0,0,13,3,0,0,0,0,0,0,0
984184,Nicola Zalewski,Atalanta,nicola zalewski,6.9878787878788,33,24,1910,2,2.8813,4,4.54854548,11,3,38,7,5.2631578947368,534,703,75.960170697013,37,78,47.435897435897,36,219,45,80,28,67,41.791044776119,127,28,22.047244094488,1288,397,9,114,23,108,54.27135678392,14,19,42.424242424242,122,52.586206896552,29,20,68.965517241379,18,23,12,1,0,0,10,21,52,3,0,0,0,0,1,12,0,0,10,2,0,0,0,0,0,0,0
946888,Éderson,Atalanta,ederson,7.0,30,26,2235,2,4.362,1,1.63482539,3,6,35,11,5.7142857142857,1190,1334,89.205397301349,80,111,72.072072072072,25,304,50,77,16,29,55.172413793103,12,1,8.3333333333333,1728,233,9,133,21,113,56.78391959799,22,31,41.509433962264,135,53.571428571429,59,35,59.322033898305,28,41,14,7,0,3,19,34,40,3,0,0,0,0,7,18,0,0,16,2,0,0,0,0,0,0,0
190437,Mario Pašalić,Atalanta,mario pasalic,6.8818181818182,33,21,1932,3,2.6596,4,2.88535312,8,3,24,6,12.5,1242,1403,88.524590163934,82,120,68.333333333333,40,341,59,95,7,13,53.846153846154,11,1,9.0909090909091,1631,230,10,109,9,38,43.67816091954,29,43,40.277777777778,67,42.138364779874,25,18,72.0,13,25,4,3,2,2,16,22,6,3,0,0,0,0,1,28,0,0,25,3,0,0,0,0,0,0,0
980624,Lazar Samardžić,Atalanta,lazar samardzic,6.788,26,11,1028,2,2.9564,1,2.58370801,2,3,25,9,8.0,441,524,84.160305343511,53,65,81.538461538462,28,235,45,65,14,32,43.75,69,19,27.536231884058,789,210,10,49,20,35,37.634408602151,6,22,21.428571428571,41,33.884297520661,12,8,66.666666666667,9,8,6,0,0,0,6,17,10,1,0,0,0,0,1,14,0,0,11,3,0,0,0,0,0,0,0
826185,Raoul Bellanova,Atalanta,raoul bellanova,6.6541666666667,24,15,1387,0,0.4756,1,2.33327947,3,0,13,5,0.0,489,550,88.909090909091,17,39,43.589743589744,21,164,17,29,9,13,69.230769230769,85,16,18.823529411765,911,174,4,58,4,38,66.666666666667,10,20,33.333333333333,48,55.172413793103,18,9,50.0,9,24,5,3,0,0,7,5,12,2,0,0,0,0,1,26,0,0,23,3,0,0,0,0,0,0,0
100389,Marten de Roon,Atalanta,marten de roon,7.0323529411765,34,32,2704,1,0.8434,2,1.9588049,1,1,16,4,6.25,1668,1942,85.890834191555,102,202,50.49504950495,24,459,53,108,3,8,37.5,13,3,23.076923076923,2293,320,9,114,5,94,55.621301775148,36,45,44.444444444444,130,52.0,81,43,53.086419753086,27,67,3,5,0,1,30,37,11,6,1,0,0,0,7,27,0,0,23,4,0,0,0,0,0,0,0
132318,Davide Zappacosta,Atalanta,davide zappacosta,6.8428571428571,35,30,2580,3,2.2656,3,4.96691649,2,3,37,9,8.1081081081081,979,1152,84.982638888889,27,75,36.0,42,342,28,72,25,57,43.859649122807,104,26,25.0,1785,376,10,96,15,54,40.601503759398,12,14,46.153846153846,66,41.509433962264,22,14,63.636363636364,20,37,14,2,0,1,15,18,8,3,0,0,0,0,8,24,0,0,21,3,0,0,0,0,0,0,0
105905,Sulemana,Atalanta,sulemana,6.6157894736842,19,7,902,1,1.5836,0,0.17550176,0,1,11,2,9.0909090909091,344,390,88.205128205128,11,20,55.0,6,62,7,12,11,23,47.826086956522,2,0,0.0,545,91,0,66,10,40,49.382716049383,15,16,48.387096774194,55,49.107142857143,19,13,68.421052631579,5,16,4,3,0,2,6,13,10,3,0,0,0,0,1,16,0,0,15,1,0,0,0,0,0,0,0
1012177,Lorenzo Bernasconi,Atalanta,lorenzo bernasconi,6.9782608695652,23,17,1572,0,0.4032,3,3.45036662,5,1,9,1,0.0,596,708,84.180790960452,23,50,46.0,27,160,15,36,8,16,50.0,113,32,28.318584070796,1138,267,0,53,3,41,57.746478873239,5,11,31.25,46,52.873563218391,29,14,48.275862068966,14,37,5,6,0,0,12,8,5,3,0,0,0,0,8,10,0,0,9,1,0,0,0,0,0,0,0
