norm_key,name,team,n_points,gw,gh,grid
kaye furo,Kaye Furo,Brentford,5,12,8,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 100 100 100 0 0 0 0 0 0 0 0 0 0 100 0 0 100 0 0 0 0 0 0 0 0 0 0 0 0 0
romelle donovan,Romelle Donovan,Brentford,43,12,8,0 0 0 100 25 0 50 25 50 0 0 0 0 25 0 50 0 0 25 50 0 25 25 0 0 0 0 0 0 25 0 0 25 100 0 0 0 0 0 0 0 0 0 0 0 0 25 0 0 0 0 0 0 0 0 0 0 25 0 25 0 0 0 25 0 0 0 0 0 0 0 25 0 0 0 25 0 0 25 50 25 0 0 75 0 0 0 0 0 25 0 25 25 0 75 0
dango ouattara,Dango Ouattara,Brentford,1129,12,8,15 35 19 33 56 38 73 71 100 71 65 37 17 8 12 19 40 25 33 52 73 46 60 50 25 15 15 21 23 19 25 50 44 46 54 52 23 10 4 10 6 6 23 25 19 12 21 40 21 4 2 4 10 8 15 19 21 12 27 19 10 8 4 10 12 4 8 12 13 15 12 15 12 8 10 4 8 6 8 10 13 6 17 10 0 8 10 13 23 4 12 13 13 17 17 12
jordan henderson,Jordan Henderson,Brentford,1298,12,8,5 0 11 34 43 50 45 80 55 25 18 2 14 11 18 80 68 93 82 98 48 27 16 7 14 34 43 70 100 77 75 59 39 14 5 2 7 32 30 57 66 59 45 30 32 5 5 2 2 39 32 75 61 66 43 36 20 7 2 7 14 23 27 50 64 41 89 43 14 7 5 2 0 2 18 48 36 36 25 36 34 9 5 0 5 0 5 18 14 5 11 14 16 7 2 7
mikkel damsgaard,Mikkel Damsgaard,Brentford,1479,12,8,5 22 12 20 30 52 28 70 62 38 15 12 5 15 10 35 20 35 48 68 55 30 20 35 5 15 20 52 40 45 65 68 75 35 15 35 0 15 35 50 25 28 57 32 55 42 22 2 0 20 32 42 30 48 28 60 50 40 28 20 0 15 42 62 65 55 68 65 75 65 40 20 2 8 38 55 75 55 80 90 100 68 38 25 10 5 22 75 50 35 57 72 78 70 35 8
kevin schade,Kevin Schade,Brentford,1221,12,8,6 6 0 12 10 4 10 4 17 8 15 6 4 8 2 12 10 6 6 10 12 8 4 10 4 6 2 12 8 10 15 25 15 6 4 15 23 8 4 10 6 4 19 25 15 12 42 33 23 17 10 35 17 21 33 42 31 44 58 44 8 35 17 48 27 31 46 79 48 29 54 38 17 21 27 65 48 52 46 83 69 58 46 29 46 21 29 31 71 56 77 100 69 67 44 17
yehor yarmoliuk,Yehor Yarmoliuk,Brentford,1778,12,8,18 39 20 41 78 43 65 76 57 47 31 10 12 18 31 57 84 57 69 88 65 35 12 2 18 33 63 73 82 100 78 55 55 25 12 8 8 33 29 71 51 53 47 45 43 20 4 2 12 31 47 71 55 43 49 57 39 22 6 6 10 20 45 84 57 65 47 47 35 6 6 4 10 16 24 51 53 27 55 35 25 10 4 6 10 8 18 24 35 20 39 45 20 12 12 4
antoni milambo,Antoni Milambo,Brentford,24,12,8,0 0 0 0 100 0 0 0 0 0 0 0 0 0 33 0 0 0 33 67 67 0 0 0 0 33 0 0 33 0 67 0 0 0 0 0 0 0 0 0 0 0 0 0 67 0 0 0 0 0 0 67 0 0 0 33 0 0 0 0 0 0 0 0 0 33 0 0 67 0 0 0 0 0 33 33 0 0 0 0 0 0 0 0 0 0 33 0 0 0 0 0 0 0 0 0
mathias jensen,Mathias Jensen,Brentford,1498,12,8,5 14 16 32 36 36 41 57 61 36 25 9 5 7 11 25 36 25 45 70 59 34 16 11 2 20 18 50 48 36 68 57 36 20 14 9 5 34 18 64 39 57 59 39 34 18 18 2 0 23 32 64 66 82 48 34 30 16 20 9 16 18 16 86 77 52 50 93 57 55 14 9 9 14 20 68 86 48 68 70 100 39 9 2 7 23 20 36 52 36 75 75 36 36 23 5
jaidon anthony,Jaidon Anthony,Brentford,1482,12,8,2 10 2 6 6 12 14 20 20 30 16 12 8 4 8 10 14 12 14 22 30 16 6 12 2 8 4 22 24 16 20 34 26 14 26 12 2 4 16 26 22 10 18 22 32 20 20 12 16 28 22 48 10 30 46 26 38 26 30 18 12 20 46 74 54 52 44 68 60 54 56 16 20 12 26 58 74 50 64 100 82 88 46 36 22 24 26 66 86 66 74 90 84 82 58 18
vitaly janelt,Vitaly Janelt,Brentford,1076,12,8,3 12 0 0 9 12 6 31 34 19 16 9 12 6 6 12 38 22 44 53 38 12 22 6 16 34 34 62 53 72 50 41 41 9 6 6 22 31 41 69 41 81 41 19 38 9 28 6 12 34 41 75 50 56 47 31 34 9 9 6 31 56 16 81 84 62 66 72 44 22 9 6 9 22 25 94 100 88 94 75 69 31 16 9 22 19 19 75 88 34 78 69 56 25 16 0
josh dasilva,Josh Dasilva,Brentford,8,12,8,0 0 0 0 0 0 100 0 0 0 0 100 0 0 0 0 100 0 0 0 100 0 100 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 100 0 0 0 0 0 0 100 0 0 0 0 0 0 0 100 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
michael kayode,Michael Kayode,Brentford,1708,12,8,39 49 70 100 94 83 99 92 90 68 49 25 45 48 60 69 53 53 48 47 43 21 16 21 38 45 40 55 51 26 18 36 30 12 17 16 44 39 14 22 13 19 17 19 9 3 1 3 14 13 4 12 12 12 12 6 3 1 1 4 12 1 1 5 5 1 9 8 4 1 4 5 0 0 3 4 3 3 4 5 5 5 4 0 1 3 0 0 1 1 1 5 12 12 19 9
kristoffer ajer,Kristoffer Ajer,Brentford,1083,12,8,4 18 10 26 24 26 30 16 24 0 2 6 16 34 44 48 40 24 34 20 10 8 2 4 28 48 48 100 78 38 42 26 8 2 18 14 56 42 42 62 50 36 30 8 8 8 18 18 26 48 28 44 14 26 6 2 2 10 12 24 16 28 18 26 18 6 14 4 8 4 20 8 12 22 20 28 36 16 10 8 10 4 10 0 12 12 42 56 46 26 36 20 6 6 12 6
sepp van den berg,Sepp van den Berg,Brentford,1661,12,8,0 9 13 10 31 19 23 16 4 0 0 0 7 27 31 40 49 23 23 17 9 6 1 1 14 27 46 64 49 37 23 16 7 6 6 4 54 43 23 51 29 39 23 7 1 4 26 20 71 49 34 73 47 41 23 14 4 13 23 33 33 46 59 100 90 54 33 17 7 4 6 0 10 36 60 90 63 44 33 23 6 0 0 0 7 14 14 27 29 26 26 11 3 0 0 0
nathan collins,Nathan Collins,Brentford,1974,12,8,8 22 22 19 35 18 17 10 1 0 0 1 19 31 28 57 46 36 40 12 10 0 0 0 32 35 53 86 78 46 36 17 7 6 10 11 61 51 26 76 42 33 17 3 1 1 31 26 75 58 44 89 54 40 22 15 3 3 28 24 43 51 58 100 83 31 36 25 18 7 12 12 26 49 57 76 67 35 39 24 14 4 6 1 19 26 19 22 29 15 25 19 12 0 1 3
ethan pinnock,Ethan Pinnock,Brentford,215,12,8,13 7 7 0 7 0 7 0 0 0 0 0 0 13 0 13 20 0 0 0 0 0 7 0 0 13 0 20 13 0 0 7 0 7 0 20 47 40 7 33 47 27 0 7 0 7 13 0 60 47 27 67 13 7 7 0 0 0 0 7 33 40 47 100 27 20 0 0 7 0 7 20 7 47 67 67 33 27 33 13 7 0 7 0 20 0 13 53 53 13 20 13 0 0 0 7
keane lewis-potter,Keane Lewis-Potter,Brentford,1032,12,8,4 12 4 24 18 24 27 24 24 24 16 4 6 10 8 22 8 6 8 8 18 12 16 4 12 8 12 8 18 8 12 4 8 16 8 12 2 2 2 6 0 6 2 8 6 10 12 10 22 29 8 4 4 8 10 6 16 10 22 8 33 29 8 22 18 8 8 8 10 22 45 22 37 47 31 53 47 31 27 31 49 41 45 29 35 61 61 100 98 49 67 78 65 57 39 14
aaron hickey,Aaron Hickey,Brentford,466,12,8,4 11 14 21 18 25 18 14 7 4 0 0 7 0 7 11 7 14 7 14 18 7 4 0 7 7 11 11 7 0 4 0 7 4 7 4 7 14 4 4 7 0 4 7 11 4 4 0 21 25 11 11 11 11 14 11 7 7 11 0 14 25 18 21 21 11 25 25 7 7 4 4 11 18 29 64 61 32 36 64 43 0 11 18 7 50 39 100 82 71 64 93 54 21 7 4
rico henry,Rico Henry,Brentford,779,12,8,0 0 2 0 0 0 4 4 0 0 0 0 0 2 2 2 0 2 0 6 6 0 0 2 0 2 2 2 2 0 6 6 9 0 0 0 2 4 0 0 0 2 6 8 6 4 4 0 32 26 8 8 2 2 8 6 6 2 2 4 28 26 23 25 17 9 17 6 8 9 4 13 17 32 25 75 38 34 42 25 42 21 40 9 15 55 58 100 77 81 87 83 58 42 25 9
caoimhin kelleher,Caoimhin Kelleher,Brentford,886,12,8,1 3 1 5 0 1 1 0 0 0 0 0 4 10 7 3 5 3 0 0 0 0 0 0 51 44 22 17 5 1 0 0 0 0 0 0 94 91 55 46 3 2 0 0 0 0 0 0 100 93 59 44 4 1 0 0 0 0 0 0 39 34 13 9 7 2 1 0 0 0 0 0 12 7 10 4 3 3 0 0 0 0 0 0 3 5 4 3 2 2 0 0 0 0 0 0
hakon rafn valdimarsson,Hákon Rafn Valdimarsson,Brentford,49,12,8,0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 8 0 8 8 0 0 0 0 0 0 0 0 67 42 8 8 0 0 0 0 0 0 0 0 100 100 25 0 0 0 0 0 0 0 0 0 8 8 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
alejandro garnacho,Alejandro Garnacho,Chelsea,709,12,8,0 0 0 4 8 0 0 2 4 2 4 0 0 0 0 2 4 0 2 2 4 10 2 2 0 0 0 2 0 0 2 0 4 6 0 8 0 4 2 0 2 2 2 2 4 10 13 13 0 2 2 12 2 2 2 8 12 12 10 10 2 6 4 8 10 8 13 17 33 37 65 42 6 6 12 31 52 12 23 23 52 73 100 42 0 12 4 35 42 44 50 67 79 77 60 23
joao pedro,João Pedro,Chelsea,1312,12,8,0 0 5 24 43 21 31 40 12 21 21 10 0 5 10 14 29 29 38 57 40 19 31 17 5 12 10 29 43 43 33 90 71 55 17 31 19 7 2 29 19 45 52 48 79 33 55 33 38 10 2 26 36 45 62 64 100 45 71 57 12 14 14 14 52 52 43 67 81 60 40 29 5 0 10 17 55 31 38 93 83 36 21 21 10 5 7 26 21 24 36 43 40 31 38 21
marc guiu,Marc Guiu,Chelsea,105,12,8,0 0 0 0 0 14 14 29 0 14 14 29 0 0 0 0 14 0 29 43 14 29 14 29 0 0 0 0 29 43 29 43 86 57 57 14 14 14 14 0 0 0 43 0 14 29 57 43 29 0 14 0 14 29 14 29 29 71 57 71 0 0 0 0 0 14 14 100 14 14 14 14 0 0 0 0 0 0 0 0 43 0 14 0 0 0 0 0 14 0 0 14 0 0 0 0
liam delap,Liam Delap,Chelsea,460,12,8,0 0 12 6 19 12 50 38 31 19 38 19 6 0 0 19 44 25 38 38 50 44 31 50 0 12 0 0 19 44 62 75 56 25 56 100 12 0 6 19 19 44 50 31 100 19 94 12 19 19 12 31 12 25 44 31 75 38 62 56 0 12 6 0 19 38 31 62 100 81 38 50 0 0 6 0 25 25 38 94 50 56 38 31 0 0 0 19 31 0 31 19 6 50 31 19
cole palmer,Cole Palmer,Chelsea,1202,12,8,2 25 11 39 55 43 41 59 77 59 39 7 9 27 11 36 43 45 50 64 100 50 25 16 16 14 14 23 43 64 48 75 84 55 36 39 0 2 5 30 25 48 32 43 89 45 27 5 0 7 11 20 16 11 45 45 55 59 39 9 2 5 0 18 20 23 30 27 36 27 16 16 0 2 11 16 18 20 30 36 36 32 20 32 0 2 0 5 9 14 9 18 25 36 20 7
estevao,Estêvão,Chelsea,535,12,8,0 16 16 38 59 34 81 100 100 53 47 16 6 9 9 41 16 9 38 38 53 44 50 22 9 3 3 19 12 19 22 62 62 44 84 47 0 6 6 19 3 0 3 6 16 6 44 16 0 3 3 0 0 0 3 6 16 12 25 9 0 0 3 0 3 3 3 3 9 9 6 6 0 0 3 0 0 3 0 0 6 16 6 12 0 0 12 3 9 3 12 16 12 16 3 6
enzo fernandez,Enzo Fernández,Chelsea,2204,12,8,1 10 12 21 36 22 30 34 15 18 15 6 1 3 7 31 34 25 48 60 42 27 15 6 6 13 21 52 42 48 64 58 63 18 7 3 4 4 16 39 27 39 54 43 45 18 16 12 10 7 28 58 63 61 70 54 75 39 40 33 3 13 31 58 82 70 87 82 78 69 25 18 4 15 16 61 76 48 66 100 94 49 18 7 4 4 4 43 42 39 34 54 54 28 18 19
moises caicedo,Moisés Caicedo,Chelsea,2096,12,8,11 11 10 17 19 7 11 20 10 17 4 0 1 13 17 39 29 24 47 60 39 14 1 1 10 16 43 81 80 61 73 83 64 24 4 6 17 26 39 84 76 79 91 59 57 19 9 4 17 26 34 100 73 90 100 89 60 19 3 0 6 16 31 73 74 63 83 71 54 10 1 1 7 7 14 39 34 24 30 53 29 6 3 1 1 7 6 19 16 13 19 16 17 6 6 0
pedro neto,Pedro Neto,Chelsea,1363,12,8,7 21 21 45 60 69 91 95 90 100 72 19 2 16 5 26 26 24 33 52 64 79 60 34 3 14 3 14 10 17 14 31 48 40 48 29 0 5 2 10 5 14 3 7 21 14 7 24 3 3 0 2 10 2 3 2 9 16 9 19 2 2 5 12 12 10 12 14 22 29 22 16 3 9 9 19 14 9 19 34 72 47 55 17 2 7 3 24 22 21 36 41 59 52 31 14
andrey santos,Andrey Santos,Chelsea,977,12,8,0 6 6 21 4 9 15 6 17 4 4 0 4 11 13 34 34 17 21 17 13 4 2 2 11 21 23 62 47 47 62 49 32 6 4 0 6 21 32 62 34 55 51 28 21 11 6 6 4 21 28 62 51 68 57 55 45 2 13 6 6 11 17 55 100 43 74 62 38 19 4 0 4 17 13 21 15 21 32 49 15 4 2 0 0 4 9 6 15 19 9 9 6 2 0 0
jamie gittens,Jamie Gittens,Chelsea,282,12,8,0 0 0 0 16 11 21 26 16 26 16 5 0 0 0 5 11 0 11 0 21 11 0 0 0 0 16 0 5 0 0 5 0 0 5 5 0 0 0 0 0 0 0 5 11 5 0 5 0 16 16 16 5 21 16 16 11 0 11 0 0 11 11 26 11 16 16 5 16 63 42 42 0 5 0 21 16 11 21 21 37 63 68 42 0 26 16 16 37 32 84 100 68 95 58 5
romeo lavia,Roméo Lavia,Chelsea,367,12,8,0 0 5 16 5 5 11 5 11 16 0 0 0 5 5 32 26 21 68 42 16 0 5 0 0 21 21 63 74 100 53 63 53 32 5 0 0 21 42 53 42 32 63 37 63 16 5 5 0 16 16 58 32 42 74 26 63 11 0 0 11 0 16 42 53 26 47 42 16 16 0 0 0 0 11 32 21 16 26 16 16 11 0 0 0 0 0 0 5 5 0 5 5 0 0 0
dario essugo,Dário Essugo,Chelsea,45,12,8,0 0 0 0 33 0 0 0 0 0 0 0 0 33 67 0 33 0 0 33 0 0 0 0 0 0 67 67 100 67 0 100 33 0 33 0 0 33 33 33 0 33 67 0 67 0 0 0 0 67 0 33 67 33 100 67 0 0 0 0 0 0 0 0 33 0 67 0 0 0 0 0 0 0 0 0 0 0 0 100 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
reece james,Reece James,Chelsea,1614,12,8,10 34 48 87 55 51 48 70 46 61 48 6 13 37 33 75 61 40 64 61 60 28 28 10 15 21 30 82 100 64 66 75 48 16 3 10 21 15 18 60 39 42 36 25 22 16 3 3 7 7 16 16 21 42 22 25 22 7 6 6 1 7 6 12 15 18 22 16 21 10 0 3 3 3 13 9 7 3 13 19 16 6 10 4 1 0 0 7 1 0 3 9 9 10 15 4
mamadou sarr,Mamadou Sarr,Chelsea,66,12,8,0 17 0 0 0 0 0 0 17 17 0 0 17 17 0 0 17 0 0 0 0 0 0 0 0 17 17 33 0 0 0 0 0 0 0 0 17 17 0 33 0 33 50 0 0 0 0 0 67 17 33 17 33 17 0 0 0 0 0 17 0 33 17 83 17 0 33 0 0 0 0 0 17 100 100 33 17 17 0 0 0 0 0 0 17 33 0 17 50 0 0 0 0 0 0 0
malo gusto,Malo Gusto,Chelsea,1583,12,8,23 50 61 100 95 68 97 91 74 68 53 23 26 39 39 61 68 52 61 62 59 42 21 18 23 30 24 45 50 32 45 41 44 27 15 15 23 15 0 20 17 17 17 15 23 18 9 9 12 5 3 9 15 17 8 6 11 8 5 5 8 8 5 3 9 8 8 8 14 9 8 2 5 3 5 15 14 9 18 23 26 11 2 5 5 6 14 14 26 6 12 24 20 14 11 2
levi colwill,Levi Colwill,Chelsea,233,12,8,0 0 0 0 0 0 0 0 0 0 6 0 0 0 6 0 0 11 0 0 0 0 0 0 0 6 6 0 17 6 11 0 0 0 0 0 11 11 11 28 28 17 17 6 6 0 11 6 44 39 50 100 67 33 39 0 0 0 6 6 11 72 44 100 72 39 39 44 0 0 0 0 0 33 28 44 33 6 11 17 6 6 0 0 0 6 6 17 6 0 22 11 6 17 0 0
jorrel hato,Jorrel Hato,Chelsea,948,12,8,0 4 2 0 2 0 0 0 0 0 2 0 4 4 2 0 2 0 2 0 2 0 2 0 2 0 10 2 16 14 4 0 6 0 0 2 16 10 4 18 12 14 8 8 0 2 2 2 41 51 25 41 37 31 8 16 14 12 4 12 16 55 69 100 73 51 61 37 29 18 4 2 18 55 65 78 76 39 73 53 37 16 6 2 12 25 51 45 63 35 41 37 18 18 8 6
wesley fofana,Wesley Fofana,Chelsea,1342,12,8,9 21 20 39 29 16 26 20 7 1 0 0 14 31 44 66 58 34 44 41 18 2 0 0 15 40 73 92 100 62 55 51 14 1 1 0 33 39 25 64 40 36 28 19 5 0 6 14 16 14 11 39 18 13 11 2 0 0 7 9 15 11 7 8 9 4 5 2 1 0 1 0 1 2 2 6 2 0 0 0 0 0 1 0 0 2 1 2 0 1 0 0 0 0 0 0
trevoh chalobah,Trevoh Chalobah,Chelsea,2188,12,8,5 7 17 26 33 16 30 28 10 9 0 1 4 30 44 59 44 30 25 22 7 4 0 0 25 43 57 89 72 58 52 28 15 2 0 2 35 37 27 72 59 44 37 19 16 1 4 17 58 46 38 94 70 59 51 32 20 1 6 20 25 54 65 100 80 63 57 44 16 0 0 0 10 32 46 65 46 32 38 28 11 1 0 0 4 14 19 21 17 19 12 15 6 2 0 0
josh acheampong,Josh Acheampong,Chelsea,611,12,8,15 26 41 35 38 26 32 18 18 3 0 3 15 26 41 59 62 24 50 21 21 6 0 3 9 32 44 65 85 47 21 18 18 6 3 3 18 15 26 100 32 41 38 0 9 3 3 3 18 15 12 24 44 56 21 15 6 0 0 12 9 6 26 29 29 32 41 18 18 0 6 3 3 12 6 9 9 3 3 15 21 0 3 0 0 6 15 3 9 9 9 3 0 0 3 0
benoit badiashile,Benoît Badiashile,Chelsea,476,12,8,0 3 0 0 0 0 3 0 0 0 0 0 0 0 8 5 3 5 8 8 3 0 0 0 5 10 3 8 3 5 10 3 0 0 0 0 10 15 23 28 5 15 5 5 0 3 0 0 38 18 33 62 26 31 26 5 13 0 3 3 10 33 38 100 77 54 59 23 8 0 3 0 18 28 36 54 28 26 36 23 3 0 0 0 0 3 23 26 28 5 13 8 3 0 0 0
tosin adarabioyo,Tosin Adarabioyo,Chelsea,815,12,8,0 7 11 13 0 2 6 4 4 0 0 0 6 17 13 17 15 17 11 4 0 0 0 0 7 33 30 44 33 39 30 17 4 0 0 0 26 24 35 87 50 56 48 7 2 0 0 6 37 30 59 100 80 78 39 11 0 2 0 7 13 24 41 37 48 28 26 11 4 0 0 0 11 15 11 19 13 9 2 9 2 0 0 0 2 7 2 7 4 0 0 0 0 0 0 0
axel disasi,Axel Disasi,Chelsea,686,12,8,2 0 8 2 2 2 2 0 2 0 0 0 0 2 5 0 8 15 8 2 2 0 0 0 15 2 2 8 15 10 18 18 0 0 5 2 25 28 15 25 18 25 2 10 0 0 5 12 72 48 25 57 55 40 22 18 5 0 0 8 40 57 52 95 100 57 40 30 10 0 5 0 22 72 60 82 32 38 40 22 5 5 0 0 22 28 22 30 38 8 8 12 5 0 0 0
robert sanchez,Robert Sánchez,Chelsea,826,12,8,0 8 3 1 0 0 0 0 0 0 0 0 4 10 4 3 2 0 0 0 0 0 0 0 48 49 33 11 5 1 1 0 0 0 0 0 95 92 78 38 4 1 0 0 0 0 0 0 100 87 62 27 4 0 0 0 0 0 0 0 32 45 12 11 4 1 0 0 0 0 0 0 7 5 2 2 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 0
filip jorgensen,Filip Jørgensen,Chelsea,200,12,8,2 0 0 0 0 0 0 0 0 0 0 0 2 2 5 5 0 0 0 0 0 0 0 0 15 18 5 8 0 0 0 0 0 0 0 0 100 82 30 12 0 2 0 0 0 0 0 0 82 55 12 8 0 0 0 0 0 0 0 0 10 20 10 2 0 0 0 0 0 0 0 0 5 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
rodrigo muniz,Rodrigo Muniz,Fulham,446,12,8,0 0 5 5 10 14 19 48 10 19 10 14 0 0 0 5 43 38 24 57 38 24 0 19 29 19 5 0 29 86 38 57 52 5 24 14 38 10 0 0 19 29 48 86 62 24 90 48 33 19 0 5 10 14 29 57 38 24 100 48 10 5 5 0 33 19 38 38 24 33 19 24 0 5 0 0 5 24 24 71 10 24 10 0 0 0 0 0 14 10 24 33 29 10 0 0
jonah kusi-asare,Jonah Kusi-Asare,Fulham,41,12,8,0 0 0 0 33 33 0 0 0 33 33 33 0 0 0 0 0 0 0 0 67 0 0 0 33 0 0 0 67 33 33 0 0 0 33 0 0 0 33 0 0 0 0 33 67 0 67 0 0 0 0 0 0 33 0 0 33 0 0 0 0 0 0 0 0 33 0 33 67 0 33 67 0 0 0 0 67 33 33 0 100 67 0 0 0 0 0 0 33 33 0 33 0 0 33 0
oscar bobb,Oscar Bobb,Fulham,636,12,8,7 17 17 14 36 52 38 76 100 69 43 7 2 7 5 19 17 12 14 40 38 38 57 21 0 7 2 5 12 14 19 17 24 21 43 38 0 2 5 10 10 2 14 10 17 10 5 5 0 10 2 0 10 7 2 7 7 7 7 5 0 5 7 12 7 5 5 17 17 10 19 10 7 2 7 17 10 10 2 19 17 19 10 2 2 2 10 14 17 7 19 19 36 26 19 7
alex iwobi,Alex Iwobi,Fulham,1620,12,8,2 10 10 25 33 31 27 23 15 38 25 4 10 6 17 46 48 33 48 48 42 6 12 10 6 12 17 48 58 38 52 62 48 31 15 6 4 10 27 33 42 38 42 21 17 29 8 4 6 29 31 40 31 42 42 38 46 23 2 12 6 12 27 73 75 60 54 65 58 40 33 15 2 21 33 54 85 73 81 81 75 48 65 23 17 10 29 60 73 52 67 85 100 71 50 19
emile smith rowe,Emile Smith Rowe,Fulham,1184,12,8,0 2 2 7 13 5 13 5 16 5 5 0 0 2 9 13 13 22 22 40 33 7 4 5 5 9 4 16 33 33 24 22 31 13 4 4 0 5 7 25 15 18 27 20 20 20 24 4 9 5 13 36 27 31 18 27 27 18 24 15 4 15 22 67 55 58 44 64 60 38 44 24 0 0 5 55 56 47 58 75 100 58 24 13 4 4 22 22 27 15 49 40 47 31 25 7
kevin,Kevin,Fulham,670,12,8,0 2 0 0 0 0 0 0 0 4 2 4 0 0 0 0 0 4 0 4 0 0 2 0 0 0 2 0 0 2 0 11 2 0 0 4 0 2 2 2 4 4 0 2 2 2 0 0 0 7 2 13 2 0 7 7 20 22 22 7 4 9 16 29 11 11 13 16 20 42 49 20 7 20 29 31 33 38 33 38 62 58 100 44 13 29 16 40 60 49 47 80 96 84 56 9
sander berge,Sander Berge,Fulham,1847,12,8,5 5 5 23 19 16 11 23 15 8 5 3 11 3 19 29 40 27 26 50 19 13 3 6 16 21 29 77 89 66 68 68 42 16 0 5 27 26 47 77 73 69 65 52 34 8 3 21 29 27 60 100 73 82 69 65 40 21 6 13 24 21 37 76 84 58 84 76 56 18 6 8 3 3 23 52 56 44 56 65 19 10 3 6 0 2 5 21 13 16 15 19 21 8 2 0
sasa lukic,Saša Lukić,Fulham,1096,12,8,0 0 9 47 26 24 62 71 35 32 24 18 15 6 32 74 65 59 79 91 82 50 32 12 18 35 35 62 79 94 94 100 56 18 29 6 32 35 44 56 47 65 35 59 38 12 26 9 32 21 35 41 32 56 47 56 47 12 29 21 15 12 18 53 94 41 56 82 65 21 6 3 0 0 6 29 38 6 44 44 29 15 15 9 0 0 6 6 6 6 6 6 9 3 6 12
joshua king,Joshua King,Fulham,702,12,8,0 0 5 42 37 58 32 100 58 37 21 16 11 16 16 21 79 47 58 58 89 21 32 53 5 5 21 11 89 21 42 53 68 58 37 32 5 37 5 63 16 79 68 42 89 53 37 16 11 16 16 42 21 32 42 21 47 21 63 32 0 5 42 74 47 74 68 68 32 42 63 63 5 0 11 37 74 58 63 63 89 32 53 16 0 21 5 47 37 42 26 89 63 26 32 5
tom cairney,Tom Cairney,Fulham,783,12,8,0 0 3 0 3 6 23 10 13 3 10 3 0 0 6 16 16 3 35 39 35 23 3 0 3 10 19 52 52 26 68 58 58 35 3 0 3 6 45 55 48 55 45 29 42 6 19 3 0 32 39 97 100 74 71 48 42 29 10 6 0 6 42 71 71 61 87 71 48 48 3 6 3 3 13 48 52 42 32 48 65 19 13 3 6 0 3 10 23 10 16 16 16 19 6 0
harrison reed,Harrison Reed,Fulham,60,12,8,0 0 20 20 0 0 100 20 60 0 0 0 0 0 0 20 40 60 0 100 20 0 0 0 0 0 0 20 60 0 0 40 20 0 0 0 20 0 20 20 40 0 60 60 0 20 0 0 0 0 0 0 0 20 40 20 20 0 0 0 0 20 20 40 40 0 40 0 0 20 0 20 0 0 0 0 0 20 0 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20
issa diop,Issa Diop,Fulham,584,12,8,6 35 42 23 23 10 13 19 10 3 0 0 19 65 87 52 81 52 45 23 3 3 0 0 45 65 100 94 94 77 52 16 0 0 10 0 23 55 32 58 58 39 35 16 10 0 6 0 23 13 29 45 45 23 16 6 3 0 10 10 6 10 16 6 19 19 13 6 0 0 3 3 0 3 3 16 6 10 3 3 0 0 0 0 0 0 3 10 0 0 3 0 0 0 0 0
calvin bassey,Calvin Bassey,Fulham,1680,12,8,4 4 0 3 0 0 1 0 3 1 0 1 3 5 4 5 4 3 3 0 1 1 0 0 4 6 12 14 22 8 9 5 1 1 3 0 23 18 17 29 21 9 14 5 4 4 5 5 49 42 27 73 45 47 29 24 9 1 6 3 40 49 81 100 90 76 78 51 14 6 5 1 32 72 78 94 72 51 69 65 26 5 4 3 27 59 38 54 40 37 32 38 17 1 8 1
antonee robinson,Antonee Robinson,Fulham,1123,12,8,0 3 1 4 0 1 0 1 1 1 0 0 0 0 0 0 1 1 1 3 1 0 0 1 0 0 0 1 1 1 6 1 3 0 0 0 0 0 0 0 1 1 6 0 3 0 0 3 19 14 8 6 0 3 8 4 4 0 3 3 29 26 29 22 12 8 11 18 17 14 11 15 19 36 56 71 40 33 40 39 40 35 39 22 24 43 82 100 78 60 62 74 65 76 57 31
timothy castagne,Timothy Castagne,Fulham,1122,12,8,32 58 70 100 72 46 58 61 62 61 44 14 24 27 31 55 54 31 32 18 24 25 17 20 31 35 31 34 23 25 15 15 10 8 8 13 24 17 6 14 7 7 1 3 0 1 10 8 21 7 1 3 4 3 10 4 1 1 4 10 6 3 1 6 1 0 1 4 1 3 0 3 1 3 4 1 1 0 4 3 4 3 1 3 0 0 3 8 3 8 14 13 6 6 4 3
