player,squad,pos,age,minutes,npg_per90,ast_per90,sh_per90,sot_per90,crosses_per90,interceptions_per90,tackles_won_per90,fouls_per90,fouled_per90,offsides_per90,market_value_eur,xg_p90,npxg_p90,xa_p90,kp_p90,shots_p90,xg_chain_p90,goals,assists,gk_save_pct,gk_cs_pct,team_goals_against,team_ga_per_game,team_defense_score,team_goals_for,team_gf_per_game,team_attack_score,nationality,tm_position,tm_photo,ss_rating,pass_pct,long_ball_pct,cross_acc_pct,dribble_success_pct,tackles_won_pct,aerial_won_pct,ground_duels_won_pct,total_duels_won_pct,key_passes_per90,big_chances_created_per90,clearances_per90,blocked_shots_per90,outfielder_blocks_per90,interceptions_per90_ss,recoveries_per90,aerial_won_per90,tackles_won_per90_ss,ground_duels_won_per90,errors_per90,possession_won_att_per90,successful_dribbles_per90,final_third_passes_per90,gk_saves_per90,gk_clean_sheets,gk_high_claims_per90,gk_runs_out_per90,gk_punches_per90,gk_crosses_not_claimed,ss_appearances,ss_minutes,norm_key,tm_contract_until,tm_id,tm_contract_checked_at,tm_joined_date,tm_contract_signal
Jérémy Jacquet,Rennes,DF,20,1671,0.0,0.0,0.59,0.16,0.0,1.183,0.914,1.075,0.914,0.054,55000000.0,0.042,0.042,0.031,0.429,0.59,0.376,0,0,,,50,1.4705882352941178,0.5531914893617021,59,1.7352941176470589,0.6666666666666669,France,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/1004301-1714503850.jpg?lm=1,6.99,90.43,55.88,0.0,50.0,59.26,75.51,61.97,67.5,0.484,0.0,4.895,0.161,0.861,1.022,4.142,1.99,0.861,2.367,0.161,0.0,0.215,5.702,0.0,5.0,0.0,0.0,0.0,0.0,19.0,1673.0,jeremy jacquet,,,,,
Kader Meïté,Rennes,FW,17,535,0.5,0.34,3.7,1.18,0.508,0.169,0.339,2.034,0.678,1.356,18000000.0,0.0,0.5,0.34,1.02,3.7,0.0,3,2,,,50,1.4705882352941178,0.5531914893617021,59,1.7352941176470589,0.6666666666666669,Cote d'Ivoire,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/1141560-1741011360.JPG?lm=1,6.73,65.06,0.0,0.0,54.55,66.67,76.92,32.5,50.0,0.849,0.34,1.698,1.358,0.17,0.17,2.038,3.396,0.34,2.208,0.0,0.34,1.019,5.264,0.0,0.0,0.0,0.0,0.0,0.0,17.0,530.0,kader meite,,,,,
Lilian Brassier,Rennes,DF,25,2250,0.0,0.04,0.44,0.08,0.92,1.52,0.52,1.08,0.84,0.0,12000000.0,0.036,0.036,0.036,0.519,0.439,0.323,0,1,,,50,1.4705882352941178,0.5531914893617021,59,1.7352941176470589,0.6666666666666669,France,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/485960-1736237346.jpg?lm=1,6.83,85.96,32.05,25.0,46.67,40.0,61.29,54.81,57.23,0.52,0.12,3.117,0.08,0.919,1.519,5.036,1.519,0.48,2.278,0.08,0.12,0.28,8.952,0.0,7.0,0.0,0.0,0.0,0.0,27.0,2252.0,lilian brassier,2029-06-30,485960.0,2026-07-09T08:47:35,2025-07-01,
Lucas Rosier,Rennes,FW,18,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,50,1.4705882352941178,0.5531914893617021,59,1.7352941176470589,0.6666666666666669,France,Left Winger,https://img.a.transfermarkt.technology/portrait/medium/1170313-1741010301.JPG?lm=1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,lucas rosier,,,,,
Ludovic Blas,Rennes,"MF,FW",27,1546,0.17,0.23,2.74,0.82,5.407,0.872,0.581,1.395,1.57,0.291,10000000.0,0.281,0.191,0.413,2.84,2.781,0.776,5,4,,,50,1.4705882352941178,0.5531914893617021,59,1.7352941176470589,0.6666666666666669,France,Right Midfield,https://img.a.transfermarkt.technology/portrait/medium/288225-1762353535.jpg?lm=1,6.83,83.02,55.0,28.42,50.94,52.38,27.27,43.6,41.75,2.791,0.64,0.465,0.988,0.116,0.988,4.826,0.349,0.64,4.36,0.058,0.872,1.57,12.384,0.0,1.0,0.0,0.0,0.0,0.0,32.0,1548.0,ludovic blas,2027-06-30,288225.0,2026-07-09T08:47:35,2023-07-05,
Mahamadou Nagida,Rennes,DF,20,805,0.0,0.0,1.45,0.34,2.247,2.247,1.348,1.573,1.236,0.0,7000000.0,0.067,0.067,0.016,0.577,1.5,0.438,0,0,,,50,1.4705882352941178,0.5531914893617021,59,1.7352941176470589,0.6666666666666669,Cameroon,Left-Back,https://img.a.transfermarkt.technology/portrait/medium/1176345-1702911497.jpg?lm=1,6.63,83.66,54.9,30.0,63.16,60.0,68.18,48.28,52.29,0.556,0.0,4.333,0.444,0.333,2.0,6.0,1.667,1.333,4.667,0.222,0.111,1.333,10.111,0.0,2.0,0.0,0.0,0.0,0.0,19.0,810.0,mahamadou nagida,2029-06-30,1176345.0,2026-07-09T08:47:35,2024-07-01,
Mahdi Camara,Rennes,MF,27,2653,0.1,0.03,0.98,0.41,0.949,0.915,1.119,1.322,0.949,0.136,12000000.0,0.089,0.089,0.074,0.775,0.978,0.42,3,1,,,50,1.4705882352941178,0.5531914893617021,59,1.7352941176470589,0.6666666666666669,France,Central Midfield,https://img.a.transfermarkt.technology/portrait/medium/324795-1710182811.jpg?lm=1,6.65,88.58,59.38,14.29,40.32,51.61,57.78,50.22,51.47,0.778,0.102,1.421,0.203,0.305,1.083,3.113,0.88,1.083,3.857,0.034,0.44,0.846,10.827,0.0,6.0,0.0,0.0,0.0,0.0,32.0,2660.0,mahdi camara,2029-06-30,324795.0,2026-07-09T08:47:35,2025-08-13,
Mathys Silestrie,Rennes,GK,19,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,57.1,0.0,50,1.4705882352941178,0.5531914893617021,59,1.7352941176470589,0.6666666666666669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mathys silestrie,,,,,
Mikayil Ngor Faye,Rennes,MF,21,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,50,1.4705882352941178,0.5531914893617021,59,1.7352941176470589,0.6666666666666669,Senegal,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/666974-1737970456.jpg?lm=1,6.7,77.78,100.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,mikayil ngor faye,,,,,
Musa Al-Taamari,Rennes,"MF,FW",28,2212,0.24,0.24,2.6,0.94,3.496,0.447,0.65,0.65,1.098,1.057,,0.0,0.24,0.24,0.72,2.6,0.0,6,6,,,50,1.4705882352941178,0.5531914893617021,59,1.7352941176470589,0.6666666666666669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,musa al-taamari,,,,,
Nordan Mukiele,Rennes,MF,19,96,0.94,0.0,3.75,0.94,1.818,0.0,0.0,3.636,1.818,0.0,1000000.0,0.183,0.183,0.12,1.304,5.217,0.714,1,0,,,50,1.4705882352941178,0.5531914893617021,59,1.7352941176470589,0.6666666666666669,France,Right Winger,https://img.a.transfermarkt.technology/portrait/medium/986285-1779443992.jpg?lm=1,6.57,85.11,0.0,0.0,66.67,0.0,25.0,31.25,30.0,0.849,0.0,0.849,2.547,0.0,0.0,7.642,0.849,0.0,4.245,0.0,0.0,1.698,13.585,0.0,0.0,0.0,0.0,0.0,0.0,8.0,106.0,nordan mukiele,2028-06-30,986285.0,2026-07-09T08:47:35,2025-07-01,
Przemysław Frankowski,Rennes,"MF,DF",30,1210,0.07,0.15,0.67,0.22,6.119,0.672,1.866,0.97,0.746,0.075,6000000.0,0.025,0.025,0.192,2.122,0.659,0.447,1,2,,,50,1.4705882352941178,0.5531914893617021,59,1.7352941176470589,0.6666666666666669,Poland,Right-Back,https://img.a.transfermarkt.technology/portrait/medium/239743-1669189009.jpg?lm=1,6.98,82.06,44.44,23.26,57.14,55.0,58.33,58.06,58.1,2.296,0.148,2.593,0.222,0.074,0.593,3.852,0.519,1.63,4.0,0.074,0.593,0.296,12.667,0.0,1.0,0.0,0.0,0.0,0.0,19.0,1215.0,przemyslaw frankowski,2027-06-30,239743.0,2026-07-09T08:47:35,2025-08-05,
Quentin Merlin,Rennes,"DF,MF",23,2533,0.04,0.18,0.92,0.25,5.552,1.032,1.352,0.783,1.068,0.178,15000000.0,0.066,0.066,0.16,1.669,0.923,0.426,1,5,,,50,1.4705882352941178,0.5531914893617021,59,1.7352941176470589,0.6666666666666669,France,Left-Back,https://img.a.transfermarkt.technology/portrait/medium/557613-1704213356.jpg?lm=1,6.91,78.44,37.09,19.5,50.0,69.64,41.94,54.01,52.29,1.671,0.178,1.991,0.427,0.427,1.244,4.763,0.462,1.386,3.59,0.142,0.427,0.569,11.765,0.0,7.0,0.0,0.0,0.0,0.0,33.0,2532.0,quentin merlin,2029-06-30,557613.0,2026-07-09T08:47:35,2025-07-22,
Sebastian Szymański,Rennes,MF,26,776,0.12,0.35,1.39,0.58,6.512,0.349,1.163,1.512,1.395,0.465,12000000.0,0.06,0.06,0.29,2.148,1.357,0.529,1,3,,,50,1.4705882352941178,0.5531914893617021,59,1.7352941176470589,0.6666666666666669,Poland,Attacking Midfield,https://img.a.transfermarkt.technology/portrait/medium/320748-1765461620.jpg?lm=1,6.83,78.84,45.45,15.79,33.33,39.13,21.43,55.88,50.0,2.29,0.573,0.458,0.344,0.344,0.344,4.008,0.344,1.031,4.351,0.0,0.573,0.344,10.878,0.0,0.0,0.0,0.0,0.0,0.0,16.0,786.0,sebastian szymanski,2029-06-30,320748.0,2026-07-09T08:47:35,2026-01-22,
Seko Fofana,Rennes,MF,30,655,0.14,0.0,1.24,0.41,0.959,0.411,0.274,0.411,1.781,0.0,8000000.0,0.104,0.104,0.088,1.502,1.229,0.511,1,0,,,50,1.4705882352941178,0.5531914893617021,59,1.7352941176470589,0.6666666666666669,Cote d'Ivoire,Central Midfield,https://img.a.transfermarkt.technology/portrait/medium/182893-1653394911.jpg?lm=1,6.86,91.11,61.54,14.29,60.0,66.67,80.0,56.0,60.0,1.482,0.0,0.943,0.135,0.135,0.539,5.659,1.078,0.269,3.772,0.0,0.808,1.617,13.743,0.0,1.0,0.0,0.0,0.0,0.0,12.0,668.0,seko fofana,2029-06-30,182893.0,2026-07-09T08:47:35,2025-01-01,
Valentin Rongier,Rennes,MF,30,2745,0.07,0.16,0.72,0.33,0.689,1.18,1.574,1.574,0.852,0.0,8000000.0,0.026,0.026,0.144,1.44,0.72,0.5,2,5,,,50,1.4705882352941178,0.5531914893617021,59,1.7352941176470589,0.6666666666666669,France,Central Midfield,https://img.a.transfermarkt.technology/portrait/medium/332889-1703065877.jpg?lm=1,7.21,89.13,54.46,14.29,55.88,67.57,56.36,52.19,53.0,1.443,0.262,1.967,0.197,0.328,1.279,5.41,1.016,1.639,3.902,0.164,0.623,0.623,17.049,0.0,8.0,0.0,0.0,0.0,0.0,31.0,2745.0,valentin rongier,2028-06-30,332889.0,2026-07-09T08:47:35,2025-07-21,
Yassir Zabiri,Rennes,MF,20,48,0.0,0.0,7.5,3.75,2.0,0.0,2.0,12.0,0.0,0.0,9000000.0,1.996,1.996,0.0,0.0,12.414,1.885,0,0,,,50,1.4705882352941178,0.5531914893617021,59,1.7352941176470589,0.6666666666666669,Morocco,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/1153105-1759431831.jpg?lm=1,6.5,92.31,100.0,0.0,100.0,33.33,33.33,38.46,37.5,0.0,0.0,0.0,0.0,1.429,0.0,2.857,1.429,1.429,7.143,0.0,1.429,2.857,4.286,0.0,0.0,0.0,0.0,0.0,0.0,6.0,63.0,yassir zabiri,2029-06-30,1153105.0,2026-07-09T08:47:35,2026-02-02,
Aaron Anselmino,Strasbourg,DF,20,16,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,47,1.3823529411764706,0.6170212765957448,58,1.7058823529411764,0.6444444444444446,Argentina,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/1145504-1766483410.jpg?lm=1,6.6,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,26.25,0.0,0.0,3.75,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,24.0,aaron anselmino,,,,,
Abakar Sylla,Strasbourg,DF,22,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,47,1.3823529411764706,0.6170212765957448,58,1.7058823529411764,0.6444444444444446,Cote d'Ivoire,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/962555-1732575720.png?lm=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,abakar sylla,2028-06-30,962555.0,2026-07-09T08:47:39,2023-07-15,
Abdoul Ouattara,Strasbourg,"MF,DF",19,1768,0.1,0.0,1.37,0.56,0.969,1.02,0.663,0.612,0.561,0.051,15000000.0,0.0,0.1,0.0,0.0,1.37,0.0,2,0,,,47,1.3823529411764706,0.6170212765957448,58,1.7058823529411764,0.6444444444444446,Cote d'Ivoire,Right-Back,https://img.a.transfermarkt.technology/portrait/medium/991487-1732487466.png?lm=1,6.64,90.02,47.62,22.22,34.78,52.17,36.36,50.6,48.94,0.304,0.203,1.876,0.355,0.051,1.065,5.375,0.203,0.608,2.13,0.051,0.203,0.406,7.656,0.0,4.0,0.0,0.0,0.0,0.0,28.0,1775.0,abdoul ouattara,2029-06-30,991487.0,2026-07-09T08:47:39,2025-01-01,
Amadou Cissé,Strasbourg,DF,19,90,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,200000.0,0.0,0.0,0.071,1.0,0.0,0.113,0,0,,,47,1.3823529411764706,0.6170212765957448,58,1.7058823529411764,0.6444444444444446,Guinea,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/1189317-1756834524.png?lm=1,6.5,84.91,25.0,0.0,100.0,66.67,100.0,50.0,55.56,1.0,0.0,8.0,0.0,1.0,0.0,3.0,1.0,2.0,4.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,90.0,amadou cisse,,,,,
Andrew Omobamidele,Strasbourg,DF,23,1357,0.07,0.0,0.27,0.2,0.0,1.06,0.265,0.861,0.662,0.0,8000000.0,0.063,0.063,0.0,0.0,0.269,0.446,1,0,,,47,1.3823529411764706,0.6170212765957448,58,1.7058823529411764,0.6444444444444446,Ireland,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/621993-1750770741.png?lm=1,6.82,96.36,68.42,0.0,0.0,57.14,75.68,50.0,63.38,0.0,0.0,4.778,0.0,0.589,1.113,3.862,1.833,0.262,1.113,0.0,0.0,0.0,1.702,0.0,3.0,0.0,0.0,0.0,0.0,25.0,1375.0,andrew omobamidele,2029-06-30,621993.0,2026-07-09T08:47:39,2025-07-01,
Ben Chilwell,Strasbourg,"DF,MF",28,1598,0.0,0.11,0.28,0.17,1.685,1.236,0.955,0.787,1.236,0.225,10000000.0,0.016,0.016,0.079,0.391,0.279,0.417,0,2,,,47,1.3823529411764706,0.6170212765957448,58,1.7058823529411764,0.6444444444444446,England,Left-Back,https://img.a.transfermarkt.technology/portrait/medium/316125-1683899136.jpg?lm=1,6.61,87.75,35.59,36.67,58.82,68.0,52.63,55.34,54.92,0.393,0.225,2.978,0.056,0.225,1.236,4.101,0.562,0.955,3.202,0.112,0.169,0.562,5.281,0.0,2.0,0.0,0.0,0.0,0.0,20.0,1602.0,ben chilwell,2027-06-30,316125.0,2026-07-09T08:47:39,2025-09-01,
David Datro Fofana,Strasbourg,FW,22,171,0.0,0.0,1.58,0.53,0.0,0.526,0.526,1.579,0.526,1.579,4000000.0,0.508,0.508,0.014,0.523,1.57,0.554,0,0,,,47,1.3823529411764706,0.6170212765957448,58,1.7058823529411764,0.6444444444444446,Cote d'Ivoire,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/787232-1691614259.jpg?lm=1,6.42,84.85,0.0,0.0,50.0,50.0,20.0,35.71,31.58,0.5,0.0,1.0,0.0,0.0,0.5,1.5,0.5,0.5,2.5,0.0,0.0,1.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,180.0,david datro fofana,,,,,
Diego Moreira,Strasbourg,MF,20,2034,0.18,0.27,1.28,0.49,3.938,0.885,1.106,0.752,1.195,0.354,25000000.0,0.097,0.097,0.303,1.614,1.265,0.619,4,7,,,47,1.3823529411764706,0.6170212765957448,58,1.7058823529411764,0.6444444444444446,Belgium,Left Midfield,https://img.a.transfermarkt.technology/portrait/medium/655006-1732575837.png?lm=1,7.0,81.35,53.23,21.59,41.86,54.55,50.0,46.29,46.72,1.676,0.485,1.191,0.485,0.176,0.926,4.233,0.661,1.058,4.674,0.044,0.573,1.587,9.657,0.0,2.0,0.0,0.0,0.0,0.0,27.0,2041.0,diego moreira,2029-06-30,655006.0,2026-07-09T08:47:39,2024-08-16,
Dilane Bakwa,Strasbourg,"FW,MF",22,107,0.84,1.68,1.68,0.84,6.667,0.833,0.833,0.0,3.333,0.0,28000000.0,0.072,0.072,0.641,2.872,1.915,1.681,1,2,,,47,1.3823529411764706,0.6170212765957448,58,1.7058823529411764,0.6444444444444446,France,Right Winger,https://img.a.transfermarkt.technology/portrait/medium/540664-1775762611.jpg?lm=1,7.53,88.1,66.67,28.57,55.56,100.0,0.0,62.5,62.5,2.571,1.714,0.857,0.857,0.0,0.857,5.143,0.0,0.857,8.571,0.0,0.857,4.286,13.714,0.0,0.0,0.0,0.0,0.0,0.0,3.0,105.0,dilane bakwa,,,,,
Emanuel Emegha,Strasbourg,FW,22,443,0.81,0.41,3.45,1.63,0.0,0.0,0.0,2.449,1.837,0.816,25000000.0,0.896,0.896,0.267,0.632,3.583,1.043,4,2,,,47,1.3823529411764706,0.6170212765957448,58,1.7058823529411764,0.6444444444444446,Netherlands,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/559328-1732575392.png?lm=1,6.92,82.69,100.0,0.0,42.86,0.0,100.0,41.38,50.0,0.599,0.399,0.998,0.798,0.0,0.0,1.796,0.998,0.0,2.395,0.2,0.2,0.599,1.996,0.0,1.0,0.0,0.0,0.0,0.0,10.0,451.0,emanuel emegha,,,,,
Félix Lemaréchal,Strasbourg,"MF,FW",21,555,0.0,0.32,1.62,0.32,2.419,0.484,0.968,1.452,0.968,0.0,6000000.0,0.148,0.148,0.2,1.133,1.619,0.524,0,2,,,47,1.3823529411764706,0.6170212765957448,58,1.7058823529411764,0.6444444444444446,France,Attacking Midfield,https://img.a.transfermarkt.technology/portrait/medium/659518-1732576183.png?lm=1,6.59,77.35,50.0,33.33,54.55,35.29,57.14,47.3,48.15,1.137,0.325,1.137,0.487,0.0,0.487,4.061,0.65,0.975,5.686,0.162,0.975,1.949,8.935,0.0,1.0,0.0,0.0,0.0,0.0,11.0,554.0,felix lemarechal,,,,,
Gessime Yassine,Strasbourg,MF,19,510,0.0,0.18,1.41,0.18,3.158,0.175,1.579,1.579,3.333,0.175,12000000.0,0.09,0.09,0.284,1.248,1.426,0.494,0,1,,,47,1.3823529411764706,0.6170212765957448,58,1.7058823529411764,0.6444444444444446,Morocco,Right Winger,https://img.a.transfermarkt.technology/portrait/medium/1151929-1780320928.jpg?lm=1,6.83,82.68,25.0,21.05,34.48,43.48,0.0,53.61,53.61,1.401,0.525,0.175,0.525,0.0,0.35,4.377,0.0,1.751,9.105,0.175,0.525,1.751,11.732,0.0,0.0,0.0,0.0,0.0,0.0,12.0,514.0,gessime yassine,2030-06-30,1151929.0,2026-07-09T08:47:39,2026-01-17,
Guéla Doué,Strasbourg,"DF,MF",22,2061,0.09,0.26,0.52,0.22,2.271,1.179,1.659,1.834,1.048,0.0,20000000.0,0.08,0.08,0.119,0.828,0.523,0.437,2,6,,,47,1.3823529411764706,0.6170212765957448,58,1.7058823529411764,0.6444444444444446,Cote d'Ivoire,Right-Back,https://img.a.transfermarkt.technology/portrait/medium/711980-1780899949.jpg?lm=1,6.9,87.1,40.38,32.69,54.55,76.0,63.74,48.17,53.19,0.829,0.262,4.493,0.131,0.393,1.178,4.319,2.53,1.658,4.014,0.0,0.218,0.785,7.155,0.0,5.0,0.0,0.0,0.0,0.0,24.0,2063.0,guela doue,2029-06-30,711980.0,2026-07-09T08:47:39,2024-07-26,
Idrissa Sabaly,Strasbourg,MF,17,56,0.0,0.0,1.61,0.0,3.333,1.667,1.667,1.667,0.0,0.0,200000.0,0.042,0.042,0.0,0.0,1.552,0.068,0,0,,,47,1.3823529411764706,0.6170212765957448,58,1.7058823529411764,0.6444444444444446,France,Defensive Midfield,https://img.a.transfermarkt.technology/portrait/medium/1262768-1738788495.png?lm=1,6.1,66.67,0.0,0.0,100.0,100.0,0.0,66.67,66.67,0.0,0.0,0.0,0.0,0.0,1.579,3.158,0.0,1.579,3.158,1.579,0.0,1.579,6.316,0.0,0.0,0.0,0.0,0.0,0.0,1.0,57.0,idrissa sabaly,,,,,
Ismaël Doukouré,Strasbourg,"DF,MF",22,2072,0.0,0.09,0.3,0.13,0.13,1.043,0.478,0.913,0.739,0.0,20000000.0,0.022,0.022,0.032,0.258,0.301,0.351,0,2,,,47,1.3823529411764706,0.6170212765957448,58,1.7058823529411764,0.6444444444444446,France,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/786436-1732576094.png?lm=1,6.56,91.62,44.44,33.33,80.0,60.0,56.86,59.76,58.65,0.303,0.087,3.295,0.0,0.52,0.997,4.249,1.257,0.52,2.124,0.173,0.173,0.52,4.032,0.0,5.0,0.0,0.0,0.0,0.0,25.0,2076.0,ismael doukoure,2028-06-30,786436.0,2026-07-09T08:47:39,2022-01-29,
Jean-Baptiste Bosey,Strasbourg,FW,17,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,47,1.3823529411764706,0.6170212765957448,58,1.7058823529411764,0.6444444444444446,France,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,jean-baptiste bosey,,,,,
Joaquín Panichelli,Strasbourg,FW,22,2193,0.45,0.04,2.38,1.27,0.0,0.533,0.41,1.762,1.803,0.574,35000000.0,0.601,0.415,0.121,0.858,2.371,0.599,16,1,,,47,1.3823529411764706,0.6170212765957448,58,1.7058823529411764,0.6444444444444446,Argentina,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/1064871-1727113388.jpg?lm=1,6.89,72.53,27.27,0.0,36.67,30.77,43.17,46.43,44.95,0.902,0.205,1.312,0.328,0.328,0.492,2.911,2.46,0.328,3.198,0.0,0.738,0.451,4.633,0.0,6.0,0.0,0.0,0.0,0.0,27.0,2195.0,joaquin panichelli,2030-06-30,1064871.0,2026-07-09T08:47:39,2025-07-27,
Julio Enciso,Strasbourg,"MF,FW",21,1883,0.1,0.29,2.92,1.05,2.919,0.335,0.478,0.957,1.483,0.239,25000000.0,0.36,0.324,0.207,1.22,2.862,0.742,3,6,,,47,1.3823529411764706,0.6170212765957448,58,1.7058823529411764,0.6444444444444446,Paraguay,Attacking Midfield,https://img.a.transfermarkt.technology/portrait/medium/660867-1782800837.jpg?lm=1,7.07,83.81,70.0,35.59,56.25,47.62,36.36,49.77,47.97,1.379,0.428,0.381,0.856,0.048,0.333,3.282,0.571,0.476,5.042,0.048,0.523,2.569,8.562,0.0,1.0,0.0,0.0,0.0,0.0,27.0,1892.0,julio enciso,2029-06-30,660867.0,2026-07-09T08:47:39,2025-09-01,
Junior Mwanga,Strasbourg,"DF,MF",22,377,0.0,0.0,0.24,0.0,0.952,0.238,1.905,2.143,0.476,0.0,6000000.0,0.0,0.0,0.0,0.0,0.24,0.0,0,0,,,47,1.3823529411764706,0.6170212765957448,58,1.7058823529411764,0.6444444444444446,France,Defensive Midfield,https://img.a.transfermarkt.technology/portrait/medium/1011200-1732575482.png?lm=1,6.74,86.28,48.0,11.11,64.29,53.85,42.11,54.07,51.45,0.987,0.11,1.48,0.11,0.384,0.713,4.385,0.877,1.151,4.001,0.11,0.219,0.987,6.468,0.0,3.0,0.0,0.0,0.0,0.0,20.0,1642.0,junior mwanga,2027-06-30,1011200.0,2026-07-09T08:47:39,2023-08-08,
Karl-Johan Johnsson,Strasbourg,GK,35,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.378,0,0,100.0,100.0,47,1.3823529411764706,0.6170212765957448,58,1.7058823529411764,0.6444444444444446,Sweden,Goalkeeper,https://img.a.transfermarkt.technology/portrait/medium/112822-1732486706.png?lm=1,7.3,78.13,36.36,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,3.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,90.0,karl-johan johnsson,,,,,
Kendry Páez,Strasbourg,"MF,FW",18,424,0.21,0.0,2.12,0.85,3.83,0.638,0.851,1.489,0.638,0.213,8000000.0,0.237,0.237,0.098,1.314,2.19,0.479,1,0,,,47,1.3823529411764706,0.6170212765957448,58,1.7058823529411764,0.6444444444444446,Ecuador,Attacking Midfield,https://img.a.transfermarkt.technology/portrait/medium/1052439-1781508621.jpg?lm=1,6.5,77.36,22.22,11.76,31.58,66.67,33.33,25.42,26.15,1.253,0.209,1.253,0.418,0.0,0.626,2.297,0.418,0.835,3.132,0.209,0.418,1.253,9.188,0.0,0.0,0.0,0.0,0.0,0.0,15.0,431.0,kendry paez,,,,,
Lucas Høgsberg,Strasbourg,DF,19,1792,0.0,0.0,0.2,0.05,0.0,0.653,0.452,0.804,0.653,0.05,18000000.0,0.011,0.011,0.0,0.0,0.199,0.279,0,0,,,47,1.3823529411764706,0.6170212765957448,58,1.7058823529411764,0.6444444444444446,Denmark,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/926978-1738564989.jpg?lm=1,6.78,92.75,56.47,0.0,100.0,47.62,50.0,55.93,53.68,0.05,0.0,3.257,0.05,1.052,0.651,4.51,0.902,0.501,1.654,0.1,0.0,0.05,4.761,0.0,4.0,0.0,0.0,0.0,0.0,24.0,1796.0,lucas hogsberg,2030-06-30,926978.0,2026-07-09T08:47:39,2025-08-09,
