player,squad,pos,age,minutes,npg_per90,ast_per90,sh_per90,sot_per90,crosses_per90,interceptions_per90,tackles_won_per90,fouls_per90,fouled_per90,offsides_per90,market_value_eur,xg_p90,npxg_p90,xa_p90,kp_p90,shots_p90,xg_chain_p90,goals,assists,gk_save_pct,gk_cs_pct,nationality,tm_position,tm_photo,ss_rating,pass_pct,long_ball_pct,cross_acc_pct,dribble_success_pct,tackles_won_pct,aerial_won_pct,ground_duels_won_pct,total_duels_won_pct,key_passes_per90,big_chances_created_per90,clearances_per90,blocked_shots_per90,outfielder_blocks_per90,interceptions_per90_ss,recoveries_per90,aerial_won_per90,tackles_won_per90_ss,ground_duels_won_per90,errors_per90,possession_won_att_per90,successful_dribbles_per90,final_third_passes_per90,gk_saves_per90,gk_clean_sheets,gk_high_claims_per90,gk_runs_out_per90,gk_punches_per90,gk_crosses_not_claimed,ss_appearances,ss_minutes,norm_key,tm_contract_until,tm_id,tm_contract_checked_at,tm_joined_date,tm_contract_signal
Cenk Özkacar,Köln,DF,24,1791,0.0,0.0,0.55,0.2,0.151,1.206,1.307,0.553,0.251,0.05,4000000.0,0.0,0.0,0.0,0.0,0.55,0.0,0,0,,,Türkiye,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/615350-1641457298.jpg?lm=1,6.62,86.76,33.65,0.0,54.55,72.73,60.19,52.94,56.91,0.25,0.0,5.847,0.0,0.7,1.199,2.848,3.098,1.199,2.249,0.1,0.0,0.3,6.346,0.0,1.0,0.0,0.0,0.0,0.0,25.0,1801.0,cenk ozkacar,,,,,
Cenny Neumann,Köln,DF,18,74,0.0,0.0,0.0,0.0,0.0,1.25,1.25,1.25,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,Germany,Right-Back,https://img.a.transfermarkt.technology/portrait/medium/974581-1766996242.jpg?lm=1,6.25,71.43,0.0,0.0,0.0,50.0,100.0,50.0,60.0,0.0,0.0,3.253,0.0,1.084,1.084,3.253,1.084,1.084,2.169,0.0,0.0,0.0,3.253,0.0,0.0,0.0,0.0,0.0,0.0,2.0,83.0,cenny neumann,,,,,
Denis Huseinbasic,Köln,MF,24,726,0.0,0.0,0.74,0.0,0.123,0.617,1.111,0.988,0.988,0.0,2000000.0,0.0,0.0,0.0,0.0,0.74,0.0,0,0,,,Bosnia-Herzegovina,Central Midfield,https://img.a.transfermarkt.technology/portrait/medium/678479-1721140225.jpg?lm=1,6.67,90.47,54.17,0.0,50.0,52.94,57.14,59.09,58.82,0.488,0.0,1.221,0.488,0.122,0.488,3.908,0.488,1.099,3.175,0.0,0.366,0.122,8.548,0.0,0.0,0.0,0.0,0.0,0.0,15.0,737.0,denis huseinbasic,,,,,
Dominique Heintz,Köln,DF,31,382,0.0,0.0,0.0,0.0,0.238,1.19,0.238,0.476,0.952,0.0,600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,Germany,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/110036-1721140583.jpg?lm=1,6.81,84.81,40.63,0.0,75.0,33.33,72.22,62.5,67.65,0.226,0.0,5.427,0.0,0.905,1.131,2.487,2.94,0.226,2.261,0.0,0.226,0.678,3.844,0.0,0.0,0.0,0.0,0.0,0.0,9.0,398.0,dominique heintz,,,,,
Eric Martel,Köln,"MF,DF",23,2559,0.07,0.07,0.81,0.14,0.387,1.232,1.127,1.479,1.796,0.0,8000000.0,0.0,0.07,0.07,0.21,0.81,0.0,2,2,,,Germany,Defensive Midfield,https://img.a.transfermarkt.technology/portrait/medium/597000-1657110079.jpg?lm=1,6.84,86.32,38.89,36.36,50.0,58.7,54.44,53.41,53.91,0.527,0.14,4.388,0.386,0.772,1.229,3.721,3.229,0.948,3.3,0.07,0.246,0.07,6.318,0.0,3.0,0.0,0.0,0.0,0.0,31.0,2564.0,eric martel,,,,,
Felipe Chávez,Köln,MF,18,102,0.0,0.0,4.41,0.88,0.909,1.818,1.818,0.909,0.909,0.0,4000000.0,0.0,0.0,0.0,0.0,4.41,0.0,0,0,,,Peru,Central Midfield,https://img.a.transfermarkt.technology/portrait/medium/1009441-1758891246.jpg?lm=1,6.67,87.06,54.55,0.0,0.0,66.67,0.0,44.44,44.44,0.652,0.0,0.652,3.261,0.0,1.304,2.609,0.0,1.304,2.609,0.0,0.0,0.0,12.391,0.0,0.0,0.0,0.0,0.0,0.0,9.0,138.0,felipe chavez,,,,,
Florian Kainz,Köln,MF,32,279,0.32,0.32,2.58,1.29,6.774,0.968,0.645,1.613,1.29,0.0,1000000.0,0.0,0.32,0.32,0.96,2.58,0.0,1,1,,,Austria,Attacking Midfield,https://img.a.transfermarkt.technology/portrait/medium/106270-1721140143.jpg?lm=1,6.76,82.32,57.14,31.82,100.0,50.0,50.0,47.83,48.0,2.935,0.0,1.304,0.978,0.0,1.304,5.217,0.326,0.652,3.587,0.0,0.652,0.978,20.217,0.0,0.0,0.0,0.0,0.0,0.0,15.0,276.0,florian kainz,,,,,
Fynn Schenten,Köln,FW,17,100,0.0,0.0,0.9,0.0,2.727,0.0,0.0,1.818,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.9,0.0,0,0,,,Germany,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/1118293-1767000491.jpg?lm=1,6.58,68.75,0.0,33.33,0.0,0.0,75.0,0.0,42.86,0.763,0.0,0.763,0.0,0.0,0.0,0.763,2.288,0.0,0.0,0.0,0.0,0.0,3.814,0.0,0.0,0.0,0.0,0.0,0.0,7.0,118.0,fynn schenten,2030-06-30,1118293,2026-07-03T17:44:50,2026-01-29,
Jahmai Simpson-Pusey,Köln,DF,19,863,0.0,0.0,0.63,0.31,0.208,1.25,0.833,0.417,0.417,0.0,9000000.0,0.0,0.0,0.0,0.0,0.63,0.0,0,0,,,England,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/942497-1699384753.jpg?lm=1,6.57,86.62,34.92,0.0,100.0,77.78,64.86,76.19,68.97,0.208,0.0,6.443,0.208,0.727,1.351,3.222,2.494,0.727,1.663,0.104,0.0,0.312,3.741,0.0,0.0,0.0,0.0,0.0,0.0,11.0,866.0,jahmai simpson-pusey,2030-06-30,942497,2026-07-03T17:44:50,2026-07-01,NEW
Jakub Kamiński,Köln,"MF,FW",23,3016,0.21,0.09,1.85,0.75,3.433,0.746,0.806,0.418,0.836,0.209,17000000.0,0.0,0.21,0.09,0.27,1.85,0.0,7,3,,,Poland,Left Winger,https://img.a.transfermarkt.technology/portrait/medium/407098-1752743041.jpg?lm=1,7.1,80.06,42.11,23.93,48.98,57.78,28.57,48.99,44.94,1.55,0.298,1.103,0.626,0.238,0.686,3.577,0.417,0.775,2.892,0.06,0.477,0.715,10.553,0.0,2.0,0.0,0.0,0.0,0.0,34.0,3019.0,jakub kaminski,2030-06-30,407098,2026-07-03T17:44:50,2026-07-01,NEW
Jan Thielmann,Köln,"MF,FW",23,1540,0.18,0.06,1.58,0.58,2.105,0.76,0.702,0.643,1.345,0.234,5000000.0,0.0,0.18,0.06,0.18,1.58,0.0,3,1,,,Germany,Right Winger,https://img.a.transfermarkt.technology/portrait/medium/472249-1721139731.jpg?lm=1,6.75,75.12,44.07,33.33,33.33,66.67,55.88,46.6,48.91,0.811,0.058,2.55,0.58,0.174,0.869,3.535,1.101,0.695,2.782,0.0,0.348,0.464,6.375,0.0,0.0,0.0,0.0,0.0,0.0,26.0,1553.0,jan thielmann,2028-06-30,472249,2026-07-03T17:44:50,2020-01-17,
Joël Schmied,Köln,DF,26,1078,0.0,0.0,0.42,0.0,0.417,0.917,0.75,1.333,0.667,0.0,3000000.0,0.0,0.0,0.0,0.0,0.42,0.0,0,0,,,Switzerland,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/322517-1752737253.jpg?lm=1,6.31,87.7,42.86,20.0,100.0,81.82,46.15,47.62,46.91,0.167,0.0,4.083,0.25,0.833,0.917,2.25,1.5,0.75,1.667,0.083,0.083,0.083,5.25,0.0,2.0,0.0,0.0,0.0,0.0,16.0,1080.0,joel schmied,2029-06-30,322517,2026-07-03T17:44:50,2025-01-13,
Jusuf Gazibegović,Köln,DF,25,23,0.0,0.0,0.0,0.0,3.333,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,Bosnia-Herzegovina,Right-Back,https://img.a.transfermarkt.technology/portrait/medium/393745-1752743363.jpg?lm=1,6.4,83.33,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,jusuf gazibegovic,2028-06-30,393745,2026-07-03T17:44:50,2025-01-01,
Kristoffer Lund,Köln,"DF,MF",23,2276,0.0,0.08,0.79,0.12,3.281,1.107,1.028,0.514,1.581,0.119,4000000.0,0.0,0.0,0.08,0.24,0.79,0.0,0,2,,,United States,Left-Back,https://img.a.transfermarkt.technology/portrait/medium/623773-1671206846.jpg?lm=1,6.66,76.91,36.94,30.49,55.88,57.89,40.0,66.21,56.89,0.826,0.157,3.893,0.236,0.275,1.022,4.089,1.258,0.865,3.775,0.039,0.354,0.747,6.33,0.0,0.0,0.0,0.0,0.0,0.0,33.0,2289.0,kristoffer lund,,,,,
Linton Maina,Köln,"MF,FW",26,1023,0.18,0.0,1.76,0.7,2.193,0.351,0.526,0.702,0.526,0.088,3000000.0,0.0,0.18,0.0,0.0,1.76,0.0,2,0,,,Germany,Left Winger,https://img.a.transfermarkt.technology/portrait/medium/335103-1721139567.jpg?lm=1,6.72,84.64,53.85,15.38,42.86,77.78,20.0,37.31,36.11,1.487,0.525,0.525,0.437,0.175,0.35,4.286,0.087,0.612,2.187,0.0,0.437,0.787,10.321,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1029.0,linton maina,2022-07-01,335103,2026-07-03T17:44:50,2022-07-01,
Luca Waldschmidt,Köln,"FW,MF",29,677,0.4,0.53,3.46,1.73,2.933,0.533,0.4,1.2,0.8,0.267,2000000.0,0.0,0.4,0.53,1.59,3.46,0.0,3,4,,,Germany,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/196095-1721140192.jpg?lm=1,6.79,75.89,53.57,27.27,43.75,37.5,58.82,42.86,46.97,1.711,0.658,1.184,0.658,0.263,0.526,2.763,1.316,0.395,2.763,0.0,0.395,0.921,7.632,0.0,0.0,0.0,0.0,0.0,0.0,24.0,684.0,luca waldschmidt,2027-06-30,196095,2026-07-03T17:44:50,2024-07-01,
Marius Bülter,Köln,"FW,MF",32,1597,0.28,0.23,2.37,0.96,3.503,0.452,0.282,0.96,1.412,0.339,1800000.0,0.0,0.28,0.23,0.6900000000000001,2.37,0.0,5,4,,,Germany,Left Winger,https://img.a.transfermarkt.technology/portrait/medium/116088-1691269482.jpg?lm=1,6.84,73.13,51.52,24.19,31.58,71.43,40.78,39.53,40.21,1.457,0.392,1.009,0.392,0.224,0.392,2.354,2.354,0.28,1.905,0.0,0.336,0.336,6.781,0.0,1.0,0.0,0.0,0.0,0.0,32.0,1606.0,marius bulter,2027-06-30,116088,2026-07-03T17:44:50,2025-07-31,
Marvin Schwäbe,Köln,GK,30,3060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,59.4,8.8,Germany,Goalkeeper,https://img.a.transfermarkt.technology/portrait/medium/160929-1721140634.jpg?lm=1,7.12,69.64,43.36,0.0,0.0,100.0,66.67,80.0,72.73,0.029,0.029,1.118,0.0,0.0,0.0,7.853,0.118,0.029,0.118,0.059,0.0,0.0,2.559,2.765,3.0,0.529,0.765,0.5,0.0,34.0,3060.0,marvin schwabe,2027-06-30,160929,2026-07-03T17:44:50,2021-07-01,
Ragnar Ache,Köln,FW,27,1718,0.37,0.21,2.72,1.15,0.052,0.209,0.419,0.942,1.518,0.524,9000000.0,0.0,0.37,0.21,0.63,2.72,0.0,7,4,,,Germany,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/416380-1752742777.jpg?lm=1,6.88,60.98,57.14,0.0,45.0,61.54,55.17,47.12,52.68,1.461,0.313,2.035,0.678,0.209,0.209,1.774,6.678,0.417,2.557,0.0,0.365,0.47,4.33,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1725.0,ragnar ache,2029-06-30,416380,2026-07-03T17:44:50,2025-07-01,
Rav van den Berg,Köln,DF,21,1131,0.0,0.08,0.08,0.0,0.079,1.111,0.635,0.794,0.238,0.079,7000000.0,0.0,0.0,0.08,0.24,0.08,0.0,0,1,,,Netherlands,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/640556-1752483569.jpg?lm=1,6.61,93.34,32.0,100.0,0.0,57.14,53.06,54.84,53.75,0.079,0.079,5.615,0.0,0.949,1.107,2.847,2.056,0.633,1.344,0.079,0.079,0.0,2.056,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1138.0,rav van den berg,2030-06-30,640556,2026-07-03T17:44:50,2025-08-13,
Said El Mala,Köln,"FW,MF",18,1956,0.55,0.18,3.4,1.38,1.797,0.369,0.645,0.691,1.06,0.829,45000000.0,0.0,0.55,0.18,0.54,3.4,0.0,12,4,,,Germany,Left Winger,https://img.a.transfermarkt.technology/portrait/medium/1168219-1761497362.jpg?lm=1,6.97,74.19,44.44,25.64,36.97,62.5,44.74,39.39,40.15,0.966,0.368,0.23,0.598,0.0,0.368,2.897,0.782,0.69,4.185,0.0,0.966,2.024,5.243,0.0,0.0,0.0,0.0,0.0,0.0,34.0,1957.0,said el mala,2030-06-30,1168219,2026-07-03T17:44:50,2024-07-01,
Sebastian Sebulonsen,Köln,"DF,MF",25,2498,0.0,0.0,1.12,0.18,2.41,0.612,0.935,0.396,0.324,0.144,5500000.0,0.0,0.0,0.0,0.0,1.12,0.0,0,0,,,Norway,Right-Back,https://img.a.transfermarkt.technology/portrait/medium/592387-1752841294.jpg?lm=1,6.42,77.09,32.32,15.15,46.15,59.09,52.73,52.59,52.63,0.754,0.18,3.018,0.539,0.18,0.503,4.06,1.042,0.934,2.551,0.144,0.108,0.647,5.138,0.0,2.0,0.0,0.0,0.0,0.0,31.0,2505.0,sebastian sebulonsen,2028-06-30,592387,2026-07-03T17:44:50,2025-07-18,
Timo Hübers,Köln,DF,29,675,0.0,0.0,0.0,0.0,0.133,1.333,1.2,1.067,1.333,0.0,1500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,Germany,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/236981-1721140491.jpg?lm=1,6.96,87.19,54.29,0.0,100.0,64.29,51.22,64.1,57.5,0.0,0.0,8.206,0.0,0.673,1.48,3.229,2.825,1.211,3.363,0.0,0.0,0.135,3.229,0.0,2.0,0.0,0.0,0.0,0.0,8.0,669.0,timo hubers,2027-06-30,236981,2026-07-03T17:44:50,2021-07-01,
Tom Krauß,Köln,"MF,DF",24,1780,0.0,0.1,0.46,0.1,0.707,1.313,2.172,1.162,1.111,0.0,4500000.0,0.0,0.0,0.1,0.3,0.46,0.0,0,2,,,Germany,Defensive Midfield,https://img.a.transfermarkt.technology/portrait/medium/405687-1752739063.jpg?lm=1,6.92,86.21,46.88,14.29,50.0,61.11,51.72,62.42,60.82,0.75,0.1,2.349,0.2,0.45,1.399,6.097,0.75,2.199,5.147,0.05,0.45,0.45,8.395,0.0,1.0,0.0,0.0,0.0,0.0,26.0,1801.0,tom krauss,2029-06-30,405687,2026-07-03T17:44:50,2026-07-01,NEW
Youssoupha Niang,Köln,MF,19,194,0.0,0.0,2.32,0.46,0.909,0.0,0.455,2.727,1.818,0.0,2000000.0,0.0,0.0,0.0,0.0,2.32,0.0,0,0,,,Germany,Right Winger,https://img.a.transfermarkt.technology/portrait/medium/944331-1752743597.jpg?lm=1,6.5,69.57,0.0,100.0,0.0,66.67,47.83,36.84,42.86,1.262,0.0,2.944,0.421,0.0,0.0,3.785,4.626,0.841,2.944,0.0,0.841,0.0,5.047,0.0,0.0,0.0,0.0,0.0,0.0,10.0,214.0,youssoupha niang,2027-06-30,944331,2026-07-03T17:44:50,2026-01-01,
Ísak Jóhannesson,Köln,MF,22,1809,0.05,0.1,0.7,0.25,3.234,0.398,0.746,0.697,0.249,0.1,8000000.0,0.0,0.05,0.1,0.3,0.7,0.0,1,2,,,Iceland,Central Midfield,https://img.a.transfermarkt.technology/portrait/medium/579565-1722890599.jpg?lm=1,6.75,83.76,44.95,35.94,85.71,51.85,41.67,50.0,48.0,1.689,0.099,1.093,0.149,0.298,0.397,3.526,0.497,0.695,1.887,0.05,0.099,0.298,11.026,0.0,0.0,0.0,0.0,0.0,0.0,31.0,1812.0,isak johannesson,2030-06-30,579565,2026-07-03T17:44:50,2025-07-01,
Aleix García,Leverkusen,MF,28,2667,0.1,0.27,1.01,0.17,4.155,0.743,0.676,0.27,0.642,0.068,20000000.0,0.0,0.1,0.27,0.81,1.01,0.0,3,8,,,Spain,Central Midfield,https://img.a.transfermarkt.technology/portrait/medium/261504-1727378020.jpg?lm=1,7.45,92.88,75.21,30.89,28.57,73.08,50.0,53.93,53.21,1.715,0.504,1.043,0.37,0.168,0.774,4.574,0.336,0.639,1.614,0.202,0.269,0.135,22.836,0.0,5.0,0.0,0.0,0.0,0.0,33.0,2676.0,aleix garcia,2029-06-30,261504,2026-07-03T17:44:53,2024-07-01,
Alejo Sarco,Leverkusen,FW,19,74,0.0,0.0,2.43,0.0,0.0,0.0,0.0,2.5,2.5,0.0,2000000.0,0.0,0.0,0.0,0.0,2.43,0.0,0,0,,,Argentina,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/1000675-1760947366.jpg?lm=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alejo sarco,2029-06-30,1000675,2026-07-03T17:44:53,2025-01-02,
Arthur,Leverkusen,MF,22,1136,0.08,0.24,0.79,0.16,2.619,1.429,0.952,1.508,0.794,0.238,8000000.0,0.0,0.08,0.24,0.72,0.79,0.0,1,3,,,Brazil,Right-Back,https://img.a.transfermarkt.technology/portrait/medium/977464-1689709842.jpg?lm=1,6.66,83.7,37.14,21.21,33.33,55.0,65.22,40.74,45.04,1.113,0.159,2.226,0.398,0.159,1.352,4.691,1.193,0.875,3.498,0.0,0.557,1.113,8.984,0.0,2.0,0.0,0.0,0.0,0.0,20.0,1132.0,arthur,2031-06-30,977464,2026-07-03T17:44:53,2023-07-01,
Axel Tapé,Leverkusen,"MF,DF",17,222,0.0,0.0,1.22,0.41,0.0,0.4,0.4,2.8,2.8,0.0,8000000.0,0.0,0.0,0.0,0.0,1.22,0.0,0,0,,,France,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/1077670-1758703206.jpg?lm=1,6.33,96.05,50.0,0.0,46.67,100.0,33.33,45.45,44.44,0.0,0.0,1.222,0.407,0.0,0.407,2.036,0.407,0.407,6.109,0.0,0.0,2.851,5.294,0.0,0.0,0.0,0.0,0.0,0.0,6.0,221.0,axel tape,2030-06-30,1077670,2026-07-03T17:44:53,2025-07-01,
Christian Kofane,Leverkusen,FW,19,1239,0.36,0.29,3.34,1.38,0.0,0.145,0.507,2.174,1.232,0.217,40000000.0,0.0,0.36,0.29,0.8699999999999999,3.34,0.0,5,4,,,Cameroon,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/1364454-1758702715.jpg?lm=1,6.71,82.76,0.0,0.0,58.33,53.85,44.44,41.38,42.77,1.206,0.213,1.206,0.496,0.071,0.142,1.844,2.27,0.496,2.553,0.0,0.709,0.496,5.745,0.0,1.0,0.0,0.0,0.0,0.0,29.0,1269.0,christian kofane,2029-06-30,1364454,2026-07-03T17:44:53,2025-07-11,
Claudio Echeverri,Leverkusen,MF,19,134,0.0,0.0,0.67,0.0,4.0,0.667,0.667,0.0,1.333,0.0,15000000.0,0.0,0.0,0.0,0.0,0.67,0.0,0,0,,,Argentina,Attacking Midfield,https://img.a.transfermarkt.technology/portrait/medium/994536-1758703571.jpg?lm=1,6.6,93.15,100.0,33.33,20.0,100.0,0.0,30.77,30.77,0.662,0.0,0.0,0.662,0.662,0.662,5.294,0.0,0.662,2.647,0.0,0.0,0.662,15.221,0.0,0.0,0.0,0.0,0.0,0.0,6.0,136.0,claudio echeverri,,,,,
Edmond Tapsoba,Leverkusen,DF,26,2575,0.17,0.1,1.01,0.35,0.455,0.734,0.524,1.084,0.07,0.07,35000000.0,0.0,0.17,0.1,0.3,1.01,0.0,5,3,,,Burkina Faso,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/564545-1695368009.jpg?lm=1,7.2,90.95,47.2,33.33,57.14,54.84,59.32,48.81,54.95,0.384,0.14,4.891,0.21,0.664,0.699,5.38,2.446,0.594,1.432,0.105,0.07,0.28,10.691,0.0,6.0,0.0,0.0,0.0,0.0,29.0,2576.0,edmond tapsoba,2031-06-30,564545,2026-07-03T17:44:53,2020-01-31,
Eliesse Ben Seghir,Leverkusen,MF,20,252,0.0,0.0,1.79,0.71,3.214,0.357,0.714,1.071,3.571,0.0,20000000.0,0.0,0.0,0.0,0.0,1.79,0.0,0,0,,,Morocco,Left Winger,https://img.a.transfermarkt.technology/portrait/medium/810895-1758703148.jpg?lm=1,6.78,85.82,60.0,11.11,64.29,50.0,60.0,65.71,65.0,1.724,0.69,0.345,0.69,0.0,0.345,3.793,1.034,0.69,7.931,0.0,0.69,3.103,17.931,0.0,0.0,0.0,0.0,0.0,0.0,10.0,261.0,eliesse ben seghir,2030-06-30,810895,2026-07-03T17:44:53,2025-08-31,
Ernest Poku,Leverkusen,MF,21,1482,0.3,0.3,1.64,0.55,0.788,0.485,0.545,0.242,1.03,0.182,25000000.0,0.0,0.3,0.3,0.8999999999999999,1.64,0.0,5,5,,,Netherlands,Right Winger,https://img.a.transfermarkt.technology/portrait/medium/718303-1758703071.jpg?lm=1,6.84,83.15,53.85,0.0,42.42,53.85,14.29,40.56,37.2,1.698,0.243,0.91,0.546,0.061,0.485,2.668,0.182,0.425,3.518,0.0,0.364,1.698,12.311,0.0,1.0,0.0,0.0,0.0,0.0,29.0,1484.0,ernest poku,2030-06-30,718303,2026-07-03T17:44:53,2025-08-12,
Exequiel Palacios,Leverkusen,MF,26,1099,0.0,0.08,0.82,0.16,0.164,0.82,0.738,0.492,1.475,0.0,25000000.0,0.0,0.0,0.08,0.24,0.82,0.0,0,1,,,Argentina,Central Midfield,https://img.a.transfermarkt.technology/portrait/medium/401578-1695368200.jpg?lm=1,7.06,90.67,51.28,0.0,36.36,42.86,44.44,55.84,54.65,1.067,0.164,1.641,0.246,0.246,0.656,8.04,0.328,0.738,3.528,0.082,0.656,0.328,25.433,0.0,2.0,0.0,0.0,0.0,0.0,18.0,1097.0,exequiel palacios,2030-06-30,401578,2026-07-03T17:44:53,2020-01-01,
Ezequiél Fernández,Leverkusen,MF,23,984,0.0,0.09,1.01,0.09,0.367,1.284,1.56,1.284,2.202,0.092,20000000.0,0.0,0.0,0.09,0.27,1.01,0.0,0,1,,,Argentina,Defensive Midfield,https://img.a.transfermarkt.technology/portrait/medium/664708-1758703953.jpg?lm=1,6.8,89.47,66.04,0.0,56.25,54.84,34.62,56.76,52.55,0.719,0.09,1.528,0.36,0.27,1.079,6.024,0.809,1.528,5.664,0.09,0.45,0.809,13.127,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1001.0,ezequiel fernandez,,,,,
Ibrahim Maza,Leverkusen,MF,19,1849,0.15,0.19,2.63,0.83,3.122,0.78,1.171,0.927,1.756,0.146,45000000.0,0.0,0.15,0.19,0.5700000000000001,2.63,0.0,3,4,,,Algeria,Attacking Midfield,https://img.a.transfermarkt.technology/portrait/medium/905011-1758702817.jpg?lm=1,7.1,83.05,60.0,21.88,56.47,56.1,30.77,56.56,53.85,1.404,0.436,0.629,0.775,0.048,0.775,4.212,0.387,1.114,6.052,0.048,0.581,2.324,14.669,0.0,3.0,0.0,0.0,0.0,0.0,28.0,1859.0,ibrahim maza,2030-06-30,905011,2026-07-03T17:44:53,2025-07-01,
Janis Blaswich,Leverkusen,GK,34,931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,82.0,30.0,Germany,Goalkeeper,https://img.a.transfermarkt.technology/portrait/medium/81173-1758702865.jpg?lm=1,7.25,74.19,32.63,0.0,0.0,0.0,100.0,0.0,80.0,0.194,0.0,0.968,0.0,0.0,0.0,8.903,0.387,0.0,0.0,0.097,0.0,0.0,0.29,3.968,3.0,0.581,0.677,0.677,0.0,11.0,930.0,janis blaswich,2027-06-30,81173,2026-07-03T17:44:53,2025-08-11,
Jarell Quansah,Leverkusen,DF,22,2299,0.16,0.0,0.7,0.31,0.863,1.02,0.863,0.706,0.824,0.039,45000000.0,0.0,0.16,0.0,0.0,0.7,0.0,4,0,,,England,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/632349-1758704191.jpg?lm=1,6.88,90.29,43.52,20.0,51.85,78.57,60.29,59.62,59.88,0.429,0.039,3.471,0.078,0.546,1.053,3.821,1.599,0.858,2.418,0.117,0.156,0.546,11.815,0.0,5.0,0.0,0.0,0.0,0.0,28.0,2308.0,jarell quansah,2030-06-30,632349,2026-07-03T17:44:53,2025-07-02,
Jeanuël Belocian,Leverkusen,DF,20,292,0.0,0.0,0.31,0.0,1.25,0.625,0.625,1.562,1.562,0.0,12000000.0,0.0,0.0,0.0,0.0,0.31,0.0,0,0,,,France,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/919515-1727378177.jpg?lm=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jeanuel belocian,2029-06-30,919515,2026-07-03T17:44:53,2024-07-01,
Jonas Hofmann,Leverkusen,MF,33,1013,0.18,0.18,2.04,0.62,3.274,0.177,0.885,0.354,0.796,0.177,1500000.0,0.0,0.18,0.18,0.54,2.04,0.0,2,2,,,Germany,Attacking Midfield,https://img.a.transfermarkt.technology/portrait/medium/7161-1689710421.jpg?lm=1,6.76,83.55,62.96,8.11,63.64,69.23,44.44,56.86,55.0,1.419,0.443,1.153,0.532,0.0,0.177,3.369,0.355,0.798,2.571,0.266,0.621,0.621,12.768,0.0,2.0,0.0,0.0,0.0,0.0,23.0,1015.0,jonas hofmann,2027-06-30,7161,2026-07-03T17:44:53,2023-07-05,
Loïc Bade,Leverkusen,DF,25,1653,0.0,0.0,0.65,0.22,0.217,1.141,1.033,0.598,0.217,0.0,20000000.0,0.0,0.0,0.0,0.0,0.65,0.0,0,0,,,France,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/730581-1758704021.jpg?lm=1,7.21,92.12,51.14,25.0,60.0,57.58,64.71,61.54,63.33,0.108,0.0,6.022,0.163,1.031,1.139,5.967,2.984,1.031,2.17,0.054,0.108,0.163,7.812,0.0,5.0,0.0,0.0,0.0,0.0,23.0,1659.0,loic bade,2030-06-30,730581,2026-07-03T17:44:53,2025-08-21,
Lucas Vázquez,Leverkusen,MF,34,481,0.19,0.37,0.75,0.19,3.774,0.377,0.755,1.132,1.509,0.189,1500000.0,0.0,0.19,0.37,1.11,0.75,0.0,1,2,,,Spain,Right-Back,https://img.a.transfermarkt.technology/portrait/medium/221316-1758702933.jpg?lm=1,6.94,87.12,30.0,36.84,33.33,66.67,57.14,46.88,48.72,1.984,1.082,1.623,0.18,0.361,0.361,3.968,0.721,0.721,2.705,0.0,0.361,0.18,13.166,0.0,0.0,0.0,0.0,0.0,0.0,12.0,499.0,lucas vazquez,2027-06-30,221316,2026-07-03T17:44:53,2025-08-26,
