player,squad,pos,age,minutes,npg_per90,ast_per90,sh_per90,sot_per90,crosses_per90,interceptions_per90,tackles_won_per90,fouls_per90,fouled_per90,offsides_per90,market_value_eur,xg_p90,npxg_p90,xa_p90,kp_p90,shots_p90,xg_chain_p90,goals,assists,gk_save_pct,gk_cs_pct,nationality,tm_position,tm_photo,ss_rating,pass_pct,long_ball_pct,cross_acc_pct,dribble_success_pct,tackles_won_pct,aerial_won_pct,ground_duels_won_pct,total_duels_won_pct,key_passes_per90,big_chances_created_per90,clearances_per90,blocked_shots_per90,outfielder_blocks_per90,interceptions_per90_ss,recoveries_per90,aerial_won_per90,tackles_won_per90_ss,ground_duels_won_per90,errors_per90,possession_won_att_per90,successful_dribbles_per90,final_third_passes_per90,gk_saves_per90,gk_clean_sheets,gk_high_claims_per90,gk_runs_out_per90,gk_punches_per90,gk_crosses_not_claimed,ss_appearances,ss_minutes,norm_key,tm_contract_until,tm_id,tm_contract_checked_at,tm_joined_date,tm_contract_signal
Malik Tillman,Leverkusen,MF,23,1674,0.32,0.05,1.83,0.7,0.968,1.022,1.613,1.022,1.559,0.054,30000000.0,0.0,0.32,0.05,0.15,1.83,0.0,6,1,,,United States,Attacking Midfield,https://img.a.transfermarkt.technology/portrait/medium/467437-1758703514.jpg?lm=1,6.93,83.52,52.0,11.11,34.38,76.32,63.41,48.45,51.49,1.385,0.426,0.693,0.32,0.32,0.959,4.369,1.385,1.545,4.156,0.053,0.959,0.586,11.35,0.0,1.0,0.0,0.0,0.0,0.0,29.0,1689.0,malik tillman,2030-06-30,467437,2026-07-03T17:44:53,2025-07-12,
Mark Flekken,Leverkusen,GK,32,2129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,67.5,20.8,Netherlands,Goalkeeper,https://img.a.transfermarkt.technology/portrait/medium/125714-1758704276.jpg?lm=1,6.89,72.97,37.29,0.0,100.0,0.0,100.0,80.0,92.86,0.042,0.042,0.761,0.0,0.0,0.0,8.662,0.38,0.0,0.169,0.127,0.0,0.042,1.141,3.338,5.0,0.676,0.338,0.296,0.0,24.0,2130.0,mark flekken,2028-06-30,125714,2026-07-03T17:44:53,2025-07-01,
Martin Terrier,Leverkusen,"MF,FW",28,675,0.53,0.13,2.27,0.8,0.667,0.133,0.533,0.133,1.733,0.133,8000000.0,0.0,0.53,0.13,0.39,2.27,0.0,4,1,,,France,Left Winger,https://img.a.transfermarkt.technology/portrait/medium/442891-1727378397.jpg?lm=1,6.81,85.02,50.0,20.0,41.67,36.36,46.67,63.04,59.02,1.205,0.268,0.536,0.402,0.134,0.134,2.411,0.938,0.536,3.884,0.134,0.536,0.67,10.848,0.0,0.0,0.0,0.0,0.0,0.0,18.0,672.0,martin terrier,2029-06-30,442891,2026-07-03T17:44:53,2024-07-18,
Montrell Culbreath,Leverkusen,"MF,DF",17,736,0.12,0.0,0.98,0.24,2.927,0.976,1.951,0.61,1.341,0.0,15000000.0,0.0,0.12,0.0,0.0,0.98,0.0,1,0,,,Germany,Right Midfield,https://img.a.transfermarkt.technology/portrait/medium/1058514-1756412896.jpg?lm=1,6.79,84.58,40.0,12.5,27.78,59.26,27.27,61.43,56.79,0.73,0.0,1.216,0.365,0.0,0.973,3.527,0.365,1.946,5.23,0.0,0.73,0.608,9.851,0.0,0.0,0.0,0.0,0.0,0.0,12.0,740.0,montrell culbreath,2031-06-30,1058514,2026-07-03T17:44:53,2026-01-29,
Nathan Tella,Leverkusen,MF,26,868,0.1,0.41,2.49,0.83,3.229,0.417,0.625,1.562,1.979,0.521,15000000.0,0.0,0.1,0.41,1.23,2.49,0.0,1,4,,,Nigeria,Right Winger,https://img.a.transfermarkt.technology/portrait/medium/340322-1727377772.jpg?lm=1,7.03,85.17,70.0,23.33,50.0,50.0,47.37,47.83,47.75,1.917,0.504,0.706,0.807,0.101,0.504,2.825,0.908,0.605,4.439,0.0,0.807,1.312,8.374,0.0,0.0,0.0,0.0,0.0,0.0,17.0,892.0,nathan tella,2031-06-30,340322,2026-07-03T17:44:53,2023-08-27,
Patrik Schick,Leverkusen,FW,29,1988,0.54,0.14,3.26,1.54,0.0,0.136,0.181,0.995,0.905,0.271,18000000.0,0.0,0.54,0.14,0.42,3.26,0.0,12,3,,,Czech Republic,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/242086-1727378322.jpg?lm=1,6.94,80.54,100.0,0.0,31.25,44.44,56.36,39.18,48.31,0.632,0.226,0.947,0.586,0.09,0.135,1.038,2.797,0.18,1.714,0.0,0.316,0.451,5.459,0.0,1.0,0.0,0.0,0.0,0.0,28.0,1995.0,patrik schick,2030-06-30,242086,2026-07-03T17:44:53,2020-09-08,
Piero Hincapié,Leverkusen,DF,23,90,0.0,0.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,50000000.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0,,,Ecuador,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/659813-1727377918.jpg?lm=1,6.7,85.56,50.0,0.0,0.0,0.0,83.33,0.0,62.5,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,90.0,piero hincapie,,,,,
Robert Andrich,Leverkusen,"DF,MF",30,2546,0.07,0.0,0.42,0.11,0.459,1.166,1.06,1.06,0.777,0.0,6000000.0,0.0,0.07,0.0,0.0,0.42,0.0,2,0,,,Germany,Defensive Midfield,https://img.a.transfermarkt.technology/portrait/medium/159088-1758703807.jpg?lm=1,6.83,90.1,46.5,33.33,16.67,67.44,65.63,57.52,60.45,0.424,0.0,2.862,0.106,0.671,1.166,3.71,1.484,1.025,2.297,0.212,0.141,0.035,8.657,0.0,6.0,0.0,0.0,0.0,0.0,32.0,2547.0,robert andrich,2028-06-30,159088,2026-07-03T17:44:53,2021-08-16,
Tim Oermann,Leverkusen,DF,21,18,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,Germany,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/696164-1657283257.jpg?lm=1,6.3,55.56,0.0,0.0,0.0,100.0,0.0,100.0,66.67,5.625,0.0,0.0,0.0,0.0,0.0,16.875,0.0,5.625,11.25,0.0,0.0,0.0,11.25,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,tim oermann,2029-06-30,696164,2026-07-03T17:44:53,2025-07-01,
Álex Grimaldo,Leverkusen,MF,29,2521,0.18,0.25,2.18,0.75,6.214,0.643,0.893,0.393,1.036,0.286,20000000.0,0.0,0.18,0.25,0.75,2.18,0.0,5,7,,,Spain,Left-Back,https://img.a.transfermarkt.technology/portrait/medium/193082-1689710805.jpg?lm=1,7.31,87.4,49.04,28.74,40.98,51.02,24.39,50.74,46.31,2.496,0.571,1.854,0.606,0.178,0.677,4.529,0.357,0.891,3.673,0.0,0.357,0.891,18.043,0.0,5.0,0.0,0.0,0.0,0.0,29.0,2524.0,alex grimaldo,,,,,
Andreas Hanche-Olsen,Mainz 05,DF,28,851,0.0,0.11,0.63,0.32,0.0,1.368,0.526,1.368,0.632,0.211,3500000.0,0.025,0.025,0.076,0.32,0.641,0.217,0,1,,,Norway,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/370683-1692000124.jpg?lm=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,andreas hanche-olsen,2028-06-30,370683,2026-07-03T17:44:57,2023-01-13,
Anthony Caci,Mainz 05,MF,28,519,0.0,0.0,1.04,0.0,7.241,0.517,1.724,1.552,0.517,0.172,7000000.0,0.044,0.044,0.292,1.864,1.017,0.643,0,0,,,France,Right-Back,https://img.a.transfermarkt.technology/portrait/medium/453016-1657706767.jpg?lm=1,6.92,81.06,48.48,23.81,70.0,66.67,50.0,60.98,59.18,1.904,0.519,2.423,0.346,0.173,0.519,4.846,0.692,1.731,4.327,0.0,1.212,1.212,18.173,0.0,0.0,0.0,0.0,0.0,0.0,10.0,520.0,anthony caci,2028-06-30,453016,2026-07-03T17:44:57,2022-07-01,
Armindo Sieb,Mainz 05,FW,22,548,0.33,0.0,2.96,0.99,2.131,0.0,0.656,2.623,0.328,0.492,2500000.0,0.519,0.519,0.108,1.449,3.26,0.752,2,0,,,Germany,Second Striker,https://img.a.transfermarkt.technology/portrait/medium/569033-1722886149.jpg?lm=1,6.47,69.39,33.33,38.46,33.33,42.86,35.29,23.81,27.84,1.465,0.163,0.488,0.976,0.0,0.163,3.743,1.953,0.488,2.441,0.163,1.302,0.976,7.975,0.0,0.0,0.0,0.0,0.0,0.0,22.0,553.0,armindo sieb,,,,,
Arnaud Nordin,Mainz 05,"MF,FW",27,469,0.0,0.0,2.49,0.38,2.885,0.577,1.154,0.769,2.5,0.192,4000000.0,0.139,0.139,0.027,0.385,2.5,0.205,0,0,,,France,Right Winger,https://img.a.transfermarkt.technology/portrait/medium/324811-1752587724.jpg?lm=1,6.71,82.5,50.0,16.67,40.0,60.0,16.67,62.79,52.73,0.57,0.0,1.139,0.759,0.19,0.759,4.747,0.38,1.139,5.127,0.0,0.759,0.759,7.785,0.0,0.0,0.0,0.0,0.0,0.0,13.0,474.0,arnaud nordin,2028-06-30,324811,2026-07-03T17:44:57,2025-01-28,
Ben Bobzien,Mainz 05,"FW,MF",22,9,0.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,8.839,0,0,,,Germany,Left Winger,https://img.a.transfermarkt.technology/portrait/medium/658116-1752588162.jpg?lm=1,6.7,90.0,0.0,0.0,0.0,100.0,0.0,66.67,66.67,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,ben bobzien,2027-06-30,658116,2026-07-03T17:44:57,2022-07-01,
Benedict Hollerbach,Mainz 05,"FW,MF",24,872,0.1,0.31,2.27,0.62,2.062,0.103,0.825,1.856,1.237,0.515,8000000.0,0.297,0.297,0.188,0.399,2.193,0.487,1,2,,,Germany,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/453870-1752587912.jpg?lm=1,6.53,72.28,75.0,15.0,38.71,61.54,27.42,33.93,31.61,0.408,0.306,0.306,0.714,0.102,0.102,3.163,1.735,0.816,3.878,0.102,1.02,1.224,5.408,0.0,0.0,0.0,0.0,0.0,0.0,14.0,882.0,benedict hollerbach,2029-06-30,453870,2026-07-03T17:44:57,2025-07-01,
Daniel Batz,Mainz 05,GK,34,1890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350000.0,0.0,0.0,0.0,0.0,0.0,0.157,0,0,72.2,19.0,Germany,Goalkeeper,https://img.a.transfermarkt.technology/portrait/medium/90317-1722886526.jpg?lm=1,7.42,63.86,40.7,0.0,0.0,0.0,80.0,25.0,64.29,0.048,0.0,0.905,0.0,0.0,0.0,9.571,0.381,0.0,0.048,0.048,0.0,0.0,2.381,3.333,4.0,0.952,0.524,0.333,0.0,21.0,1890.0,daniel batz,,,,,
Danny da Costa,Mainz 05,"DF,MF",32,2695,0.07,0.1,0.47,0.17,1.605,0.97,0.903,0.736,0.803,0.033,1200000.0,0.081,0.081,0.095,0.536,0.469,0.331,2,3,,,Germany,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/85906-1752588257.jpg?lm=1,6.83,75.72,36.19,35.42,62.5,60.47,54.35,59.56,57.46,0.534,0.133,5.239,0.133,0.534,1.001,3.938,1.669,0.868,2.703,0.033,0.133,0.501,6.073,0.0,3.0,0.0,0.0,0.0,0.0,34.0,2697.0,danny da costa,2027-06-30,85906,2026-07-03T17:44:57,2022-07-01,
Dominik Kohr,Mainz 05,DF,31,2338,0.08,0.0,0.58,0.15,0.654,1.692,1.346,1.538,1.654,0.038,2000000.0,0.072,0.072,0.073,0.38,0.609,0.275,2,0,,,Germany,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/118847-1722886760.jpg?lm=1,6.79,83.64,56.57,11.76,45.45,66.67,46.51,55.29,52.34,0.384,0.115,5.104,0.154,0.652,1.727,3.608,1.535,1.228,3.608,0.154,0.115,0.192,6.985,0.0,3.0,0.0,0.0,0.0,0.0,29.0,2345.0,dominik kohr,2028-06-30,118847,2026-07-03T17:44:57,2022-07-01,
Fabio Moreno Fell,Mainz 05,FW,25,77,0.0,0.0,1.17,0.0,0.0,0.0,0.0,0.0,0.0,1.111,300000.0,0.058,0.058,0.0,0.0,1.125,0.0,0,0,,,Spain,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/445606-1765043052.jpg?lm=1,6.2,52.17,0.0,0.0,100.0,0.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,2.308,1.154,0.0,1.154,0.0,1.154,1.154,6.923,0.0,0.0,0.0,0.0,0.0,0.0,2.0,78.0,fabio moreno fell,,,,,
Kacper Potulski,Mainz 05,DF,17,1065,0.08,0.0,1.18,0.42,0.169,1.61,1.271,1.441,0.424,0.0,18000000.0,0.222,0.222,0.052,0.17,1.188,0.104,1,0,,,Poland,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/1073748-1765043272.jpg?lm=1,6.79,82.27,40.43,0.0,50.0,100.0,59.38,45.83,53.57,0.17,0.085,6.198,0.425,1.274,1.528,3.226,3.226,1.274,1.868,0.0,0.0,0.17,2.632,0.0,2.0,0.0,0.0,0.0,0.0,15.0,1060.0,kacper potulski,2028-06-30,1073748,2026-07-03T17:44:57,2026-01-01,
Kaishū Sano,Mainz 05,MF,24,3059,0.03,0.06,0.71,0.18,0.529,1.971,0.912,0.412,0.853,0.118,40000000.0,0.047,0.047,0.106,0.735,0.706,0.415,1,2,,,Japan,Defensive Midfield,https://img.a.transfermarkt.technology/portrait/medium/643574-1752587688.jpg?lm=1,7.02,80.11,42.31,22.22,66.67,61.54,61.16,63.74,62.67,0.736,0.177,1.353,0.235,0.412,1.942,5.973,2.177,0.941,3.207,0.029,0.235,0.824,8.297,0.0,4.0,0.0,0.0,0.0,0.0,34.0,3059.0,kaishu sano,2028-06-30,643574,2026-07-03T17:44:57,2024-07-03,
Lasse Rieß,Mainz 05,GK,24,292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.016,0,0,55.6,0.0,Germany,Goalkeeper,https://img.a.transfermarkt.technology/portrait/medium/490609-1752587621.jpg?lm=1,6.58,61.62,29.63,0.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.309,0.0,0.0,0.0,8.351,0.309,0.0,0.928,0.0,0.0,0.309,1.546,4.639,0.0,0.309,0.309,0.0,0.0,4.0,291.0,lasse riess,2027-06-30,490609,2026-07-03T17:44:57,2021-07-01,
Lee Jae-sung,Mainz 05,"MF,FW",32,2185,0.16,0.08,1.24,0.37,1.276,1.029,0.864,0.782,0.905,0.37,2000000.0,0.0,0.16,0.08,0.24,1.24,0.0,4,2,,,"Korea, South",Attacking Midfield,https://img.a.transfermarkt.technology/portrait/medium/314398-1668504727.jpg?lm=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lee jae-sung,,,,,
Lennard Maloney,Mainz 05,"DF,MF",25,485,0.0,0.0,0.93,0.19,0.37,1.481,1.481,2.407,0.556,0.185,2500000.0,0.112,0.112,0.009,0.203,1.014,0.055,0,0,,,United States,Defensive Midfield,https://img.a.transfermarkt.technology/portrait/medium/392710-1752587852.jpg?lm=1,6.53,72.25,23.53,50.0,0.0,70.0,48.89,41.94,46.05,0.172,0.0,4.828,0.345,0.345,1.379,3.448,3.793,1.207,2.241,0.0,0.345,0.0,2.414,0.0,0.0,0.0,0.0,0.0,0.0,21.0,522.0,lennard maloney,2028-06-30,392710,2026-07-03T17:44:57,2025-01-21,
Maxim Leitsch,Mainz 05,DF,27,162,0.0,0.0,0.56,0.0,1.111,2.778,0.556,1.111,0.556,0.0,800000.0,0.014,0.014,0.0,0.0,0.57,0.205,0,0,,,Germany,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/334207-1676499456.jpg?lm=1,6.67,80.0,35.71,0.0,0.0,33.33,45.45,50.0,47.37,0.0,0.0,6.111,0.0,1.111,2.778,2.778,2.778,0.556,2.222,0.0,0.0,0.0,5.556,0.0,0.0,0.0,0.0,0.0,0.0,3.0,162.0,maxim leitsch,,,,,
Nadiem Amiri,Mainz 05,MF,28,2083,0.17,0.09,2.33,0.95,5.887,0.823,0.779,0.866,1.126,0.13,17000000.0,0.456,0.198,0.28,2.727,2.301,0.523,12,2,,,Germany,Central Midfield,https://img.a.transfermarkt.technology/portrait/medium/232454-1722885996.jpg?lm=1,7.43,81.28,48.85,32.61,51.02,54.84,52.17,50.0,50.27,2.713,0.689,0.388,0.904,0.129,0.947,4.737,0.517,0.732,3.531,0.0,0.646,1.077,15.675,0.0,1.0,0.0,0.0,0.0,0.0,26.0,2090.0,nadiem amiri,2028-06-30,232454,2026-07-03T17:44:57,2024-01-31,
Nelson Weiper,Mainz 05,FW,20,558,0.0,0.0,2.1,0.97,0.968,0.484,0.323,0.968,0.484,0.968,7000000.0,0.514,0.514,0.073,1.296,2.407,0.345,0,0,,,Germany,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/796213-1692000176.jpg?lm=1,6.5,62.59,80.0,0.0,50.0,33.33,41.98,29.55,37.6,0.922,0.0,0.461,0.461,0.154,0.461,2.457,5.222,0.154,1.997,0.0,0.307,1.075,6.451,0.0,0.0,0.0,0.0,0.0,0.0,24.0,586.0,nelson weiper,2029-06-30,796213,2026-07-03T17:44:57,2022-07-01,
Nikolas Veratschnig,Mainz 05,"MF,DF",22,660,0.0,0.14,0.55,0.14,2.877,1.37,1.781,1.644,1.37,0.137,2500000.0,0.022,0.022,0.15,0.586,0.586,0.191,0,1,,,Austria,Right Midfield,https://img.a.transfermarkt.technology/portrait/medium/601143-1722885901.jpg?lm=1,6.61,67.46,26.92,19.05,50.0,63.16,40.0,50.0,47.78,0.545,0.273,2.318,0.136,0.273,1.364,3.818,1.091,1.636,4.773,0.0,0.409,0.818,6.682,0.0,0.0,0.0,0.0,0.0,0.0,21.0,660.0,nikolas veratschnig,,,,,
Paul Nebel,Mainz 05,MF,22,2073,0.22,0.09,1.39,0.35,5.609,0.522,1.304,1.261,0.87,0.13,18000000.0,0.249,0.249,0.23,1.768,1.38,0.607,5,2,,,Germany,Attacking Midfield,https://img.a.transfermarkt.technology/portrait/medium/503160-1722886613.jpg?lm=1,6.61,78.44,41.18,22.4,40.0,60.0,24.56,46.6,41.53,1.773,0.389,1.081,0.562,0.086,0.562,4.152,0.605,1.297,3.849,0.0,0.562,0.865,10.336,0.0,3.0,0.0,0.0,0.0,0.0,30.0,2081.0,paul nebel,2027-06-30,503160,2026-07-03T17:44:57,2020-07-01,
Phillip Tietz,Mainz 05,FW,28,1610,0.28,0.11,2.57,1.17,0.223,0.391,0.223,1.788,1.173,0.894,4000000.0,0.0,0.28,0.11,0.33,2.57,0.0,5,2,,,Germany,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/288340-1755201829.jpg?lm=1,6.45,58.38,50.0,33.33,38.71,50.0,47.24,32.61,41.25,1.096,0.149,1.843,0.349,0.05,0.349,2.789,4.682,0.199,2.241,0.0,0.598,0.598,5.977,0.0,1.0,0.0,0.0,0.0,0.0,29.0,1807.0,phillip tietz,2028-06-30,288340,2026-07-03T17:44:57,2026-01-02,
Phillipp Mwene,Mainz 05,MF,31,2069,0.04,0.09,0.43,0.09,3.261,0.609,0.87,0.957,1.391,0.13,1500000.0,0.0,0.04,0.09,0.27,0.43,0.0,1,2,,,Austria,Left-Back,https://img.a.transfermarkt.technology/portrait/medium/127573-1722886402.jpg?lm=1,6.81,75.34,44.58,29.73,50.0,62.07,37.14,50.0,47.4,0.782,0.13,1.998,0.043,0.391,0.652,3.388,0.565,0.782,2.997,0.043,0.478,0.347,7.037,0.0,1.0,0.0,0.0,0.0,0.0,29.0,2072.0,phillipp mwene,2023-08-23,127573,2026-07-03T17:44:57,2023-08-23,
Robin Zentner,Mainz 05,GK,30,876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500000.0,0.0,0.0,0.0,0.0,0.0,0.082,0,0,68.9,0.0,Germany,Goalkeeper,https://img.a.transfermarkt.technology/portrait/medium/160963-1676499369.jpg?lm=1,6.94,54.22,34.38,0.0,100.0,0.0,70.0,25.0,57.14,0.0,0.0,2.155,0.0,0.0,0.0,9.133,0.718,0.0,0.103,0.103,0.0,0.103,4.002,3.181,0.0,0.924,0.718,1.334,0.0,10.0,877.0,robin zentner,2028-06-30,160963,2026-07-03T17:44:57,2014-07-01,
Sheraldo Becker,Mainz 05,FW,30,946,0.29,0.29,2.76,1.43,2.952,0.286,0.0,1.238,0.762,0.952,1500000.0,0.445,0.445,0.327,1.569,2.677,0.984,3,3,,,Suriname,Left Winger,https://img.a.transfermarkt.technology/portrait/medium/188888-1692707512.jpg?lm=1,6.91,73.6,71.43,20.0,44.44,0.0,41.67,34.21,37.1,1.605,0.661,0.094,0.472,0.0,0.283,2.644,0.944,0.0,1.228,0.189,0.756,0.378,7.65,0.0,0.0,0.0,0.0,0.0,0.0,14.0,953.0,sheraldo becker,2026-07-01,188888,2026-07-03T17:44:57,2026-07-01,NEW
Silas Katompa,Mainz 05,FW,26,334,0.27,0.0,2.16,1.89,2.973,0.0,0.0,1.081,1.351,0.541,2000000.0,0.0,0.27,0.0,0.0,2.16,0.0,1,0,,,DR Congo,Right Winger,https://img.a.transfermarkt.technology/portrait/medium/612826-1657181986.png?lm=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silas katompa,,,,,
Silvan Widmer,Mainz 05,MF,32,1810,0.1,0.05,0.99,0.2,1.841,0.896,1.343,0.746,0.547,0.199,800000.0,0.133,0.133,0.088,0.388,0.97,0.374,2,1,,,Switzerland,Right-Back,https://img.a.transfermarkt.technology/portrait/medium/168989-1629202510.jpg?lm=1,6.82,74.73,45.83,13.51,22.22,65.0,50.0,57.14,54.36,0.396,0.198,3.068,0.247,0.396,0.792,2.474,1.435,1.286,2.573,0.0,0.148,0.099,6.234,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1819.0,silvan widmer,2021-07-09,168989,2026-07-03T17:44:57,2021-07-09,
Sota Kawasaki,Mainz 05,"MF,DF",24,309,0.0,0.0,0.29,0.0,0.882,0.882,1.471,1.765,0.588,0.0,2000000.0,0.014,0.014,0.0,0.0,0.305,0.07,0,0,,,Japan,Defensive Midfield,https://img.a.transfermarkt.technology/portrait/medium/733371-1752588052.jpg?lm=1,6.68,68.92,63.64,33.33,0.0,45.45,50.0,48.15,48.57,0.0,0.0,2.492,0.277,0.831,0.277,1.938,1.108,1.385,3.6,0.0,0.0,0.0,5.262,0.0,0.0,0.0,0.0,0.0,0.0,10.0,325.0,sota kawasaki,2026-07-01,733371,2026-07-03T17:44:57,2026-07-01,NEW
Stefan Bell,Mainz 05,DF,33,1039,0.17,0.09,1.04,0.43,0.087,1.652,0.522,1.304,0.696,0.087,600000.0,0.159,0.159,0.104,0.431,1.034,0.308,2,1,,,Germany,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/82350-1657706740.jpg?lm=1,6.68,70.26,34.34,0.0,50.0,50.0,59.22,50.0,56.74,0.429,0.257,8.837,0.086,0.858,1.544,2.917,5.234,0.515,1.63,0.086,0.086,0.086,3.518,0.0,1.0,0.0,0.0,0.0,0.0,18.0,1049.0,stefan bell,2027-06-30,82350,2026-07-03T17:44:57,2010-07-01,
Stefan Posch,Mainz 05,DF,28,1395,0.0,0.0,0.71,0.19,0.71,1.355,1.419,0.516,0.774,0.065,6000000.0,0.026,0.026,0.031,0.515,0.643,0.315,0,0,,,Austria,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/223974-1725531246.jpg?lm=1,6.95,77.58,30.95,45.45,44.44,47.83,60.56,67.39,64.42,0.516,0.065,5.742,0.129,0.71,1.355,4.387,2.774,1.419,4.0,0.129,0.194,0.258,5.677,0.0,2.0,0.0,0.0,0.0,0.0,16.0,1395.0,stefan posch,,,,,
William Bøving,Mainz 05,MF,22,223,0.0,0.4,0.4,0.0,3.2,0.0,0.8,0.8,0.8,0.0,3500000.0,0.006,0.006,0.238,1.748,0.437,0.163,0,1,,,Denmark,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/610400-1736777118.jpg?lm=1,6.64,74.19,50.0,50.0,25.0,33.33,28.57,56.25,47.83,1.586,0.396,2.775,0.0,0.396,0.793,5.551,0.793,0.793,3.568,0.0,0.793,0.396,5.551,0.0,0.0,0.0,0.0,0.0,0.0,9.0,227.0,william boving,2029-06-30,610400,2026-07-03T17:44:57,2025-09-01,
Andrija Maksimović,RB Leipzig,FW,18,93,0.0,0.0,1.94,0.0,2.0,0.0,0.0,1.0,2.0,0.0,9000000.0,0.0,0.0,0.0,0.0,1.94,0.0,0,0,,,Serbia,Attacking Midfield,https://img.a.transfermarkt.technology/portrait/medium/952779-1764846286.jpg?lm=1,6.6,94.12,80.0,50.0,0.0,0.0,25.0,40.0,33.33,3.068,1.023,1.023,2.045,1.023,0.0,0.0,1.023,0.0,2.045,0.0,0.0,0.0,13.295,0.0,0.0,0.0,0.0,0.0,0.0,8.0,88.0,andrija maksimovic,2030-06-30,952779,2026-07-03T17:45:01,2025-07-16,
Antonio Nusa,RB Leipzig,"FW,MF",20,2027,0.18,0.13,2.71,0.89,3.022,0.311,0.622,0.4,2.844,0.044,32000000.0,0.0,0.18,0.13,0.39,2.71,0.0,4,3,,,Norway,Left Winger,https://img.a.transfermarkt.technology/portrait/medium/894914-1724337096.jpg?lm=1,7.07,79.05,55.88,20.31,52.71,53.85,21.74,57.25,54.52,1.459,0.398,0.31,0.84,0.0,0.442,4.334,0.221,0.619,6.988,0.088,0.442,3.007,9.509,0.0,3.0,0.0,0.0,0.0,0.0,31.0,2035.0,antonio nusa,2029-06-30,894914,2026-07-03T17:45:01,2024-08-13,
Assan Ouédraogo,RB Leipzig,MF,19,948,0.38,0.28,2.56,1.23,0.381,0.286,0.571,0.381,2.095,0.095,28000000.0,0.0,0.38,0.28,0.8400000000000001,2.56,0.0,4,3,,,Germany,Central Midfield,https://img.a.transfermarkt.technology/portrait/medium/897424-1759779834.jpg?lm=1,6.89,83.16,55.56,25.0,53.85,87.5,46.15,51.76,51.02,1.294,0.554,1.016,0.739,0.277,0.277,4.805,0.554,0.647,4.066,0.0,0.462,1.294,8.131,0.0,1.0,0.0,0.0,0.0,0.0,19.0,974.0,assan ouedraogo,2029-06-30,897424,2026-07-03T17:45:01,2024-07-01,
Benjamin Henrichs,RB Leipzig,DF,28,305,0.3,0.0,1.18,0.59,0.0,1.176,1.765,0.882,0.294,0.0,7000000.0,0.0,0.3,0.0,0.0,1.18,0.0,1,0,,,Germany,Right-Back,https://img.a.transfermarkt.technology/portrait/medium/202591-1715858341.jpg?lm=1,6.59,81.25,45.0,0.0,16.67,71.43,33.33,36.0,35.48,0.846,0.0,2.821,0.0,0.282,1.411,3.386,0.564,1.411,2.539,0.0,0.282,0.282,9.592,0.0,0.0,0.0,0.0,0.0,0.0,17.0,319.0,benjamin henrichs,2028-06-30,202591,2026-07-03T17:45:01,2021-07-01,
