player,norm_key,squad,pos,90s,dead_ball_passes_per90,free_kick_passes_per90,throw_ins_per90,corner_kicks_per90,inswing_corners_per90,outswing_corners_per90,straight_corners_per90,sca_sca90,dead_ball_sca_per90,gca_gca90,dead_ball_gca_per90,fouls_per90_fbref,fouled_per90_fbref,pens_won_per90_fbref,pens_conceded_per90_fbref
Myles Lewis-Skelly,myles lewis-skelly,Arsenal,"MF,DF",7.9,,,,,,,,,,,,1.2658227848101264,2.0253164556962022,,
Myles Peart-Harris,myles peart-harris,Brentford,MF,0.0,,,,,,,,,,,,,,,
Nathan Aké,nathan ake,Manchester City,DF,7.7,,,,,,,,,,,,0.38961038961038963,1.0389610389610389,,
Nathan Collins,nathan collins,Brentford,DF,33.1,,,,,,,,,,,,0.6042296072507553,0.5135951661631419,,
Nathan Patterson,nathan patterson,Everton,DF,2.7,,,,,,,,,,,,0.7407407407407407,0.7407407407407407,,
Nathaniel Clyne,nathaniel clyne,Crystal Palace,"MF,DF",6.6,,,,,,,,,,,,0.6060606060606061,0.30303030303030304,,
Nayef Aguerd,nayef aguerd,West Ham United,DF,2.0,,,,,,,,,,,,0.0,0.5,,
Neco Williams,neco williams,Nottingham Forest,DF,35.6,,,,,,,,,,,,0.8146067415730337,1.4606741573033708,,
Nehemiah Oriola,nehemiah oriola,Brighton,MF,0.0,,,,,,,,,,,,,,,
Nick Pope,nick pope,Newcastle United,GK,26.8,,,,,,,,,,,,0.03731343283582089,0.07462686567164178,,
Nick Woltemade,nick woltemade,Newcastle United,"FW,MF",21.1,,,,,,,,,,,,0.947867298578199,0.947867298578199,,
Niclas Füllkrug,niclas fullkrug,West Ham United,FW,4.5,,,,,,,,,,,,2.4444444444444446,0.2222222222222222,,
Nico O’Reilly,nico o'reilly,Manchester City,"DF,MF",29.4,,,,,,,,,,,,1.5306122448979593,0.6122448979591837,,
Nicolás Domínguez,nicolas dominguez,Nottingham Forest,MF,13.1,,,,,,,,,,,,1.2213740458015268,0.8396946564885497,,
Nicolás González,nicolas gonzalez,Manchester City,MF,17.4,,,,,,,,,,,,1.7241379310344829,1.0344827586206897,,
Nicolò Savona,nicolo savona,Nottingham Forest,DF,11.4,,,,,,,,,,,,1.0526315789473684,0.43859649122807015,,
Nikola Milenković,nikola milenkovic,Nottingham Forest,DF,37.5,,,,,,,,,,,,0.56,0.5333333333333333,,
Nilson Angulo,nilson angulo,Sunderland,MF,4.5,,,,,,,,,,,,2.4444444444444446,0.6666666666666666,,
Noah Okafor,noah okafor,Leeds United,"FW,MF",17.3,,,,,,,,,,,,1.0404624277456647,0.8092485549132947,,
Noah Sadiki,noah sadiki,Sunderland,MF,32.1,,,,,,,,,,,,0.9657320872274143,1.2461059190031152,,
Noni Madueke,noni madueke,Arsenal,"FW,MF",13.5,,,,,,,,,,,,1.1111111111111112,1.1111111111111112,,
Nordi Mukiele,nordi mukiele,Sunderland,DF,30.9,,,,,,,,,,,,1.132686084142395,0.8414239482200647,,
Noussair Mazraoui,noussair mazraoui,Manchester Utd,"DF,MF",10.9,,,,,,,,,,,,1.1009174311926606,1.2844036697247705,,
Odsonne Édouard,odsonne edouard,Crystal Palace,FW,0.0,,,,,,,,,,,,,,,
Ola Aina,ola aina,Nottingham Forest,DF,17.6,,,,,,,,,,,,0.7386363636363635,0.8522727272727272,,
Oleksandr Zinchenko,oleksandr zinchenko,Nottingham Forest,DF,3.9,,,,,,,,,,,,0.25641025641025644,0.5128205128205129,,
Oliver Scarles,oliver scarles,West Ham United,"DF,MF",7.3,,,,,,,,,,,,0.9589041095890412,0.9589041095890412,,
Oliver Sonne,oliver sonne,Burnley,DF,1.9,,,,,,,,,,,,2.1052631578947367,0.0,,
Olivier Boscagli,olivier boscagli,Brighton,DF,8.9,,,,,,,,,,,,0.7865168539325842,1.1235955056179774,,
Ollie Watkins,ollie watkins,Aston Villa,FW,31.5,,,,,,,,,,,,1.1111111111111112,1.0158730158730158,,
Omar Alderete,omar alderete,Sunderland,DF,31.1,,,,,,,,,,,,1.0932475884244373,0.3215434083601286,,
Omar Marmoush,omar marmoush,Manchester City,"FW,MF",7.8,,,,,,,,,,,,1.2820512820512822,2.6923076923076925,,
Omari Hutchinson,omari hutchinson,Nottingham Forest,MF,18.8,,,,,,,,,,,,1.2234042553191489,1.276595744680851,,
Oscar Bobb,oscar bobb,Fulham,MF,6.3,,,,,,,,,,,,0.6349206349206349,1.2698412698412698,,
Oscar Bobb,oscar bobb,Manchester City,"MF,FW",5.2,,,,,,,,,,,,0.9615384615384615,1.7307692307692306,,
Pablo,pablo,West Ham United,"MF,FW",9.1,,,,,,,,,,,,2.5274725274725274,0.8791208791208791,,
Pape Matar Sarr,pape matar sarr,Tottenham Hotspur,MF,15.5,,,,,,,,,,,,1.8709677419354838,0.8387096774193549,,
Pascal Groß,pascal gross,Brighton,MF,18.2,,,,,,,,,,,,0.9340659340659341,0.6593406593406593,,
Pascal Struijk,pascal struijk,Leeds United,DF,32.6,,,,,,,,,,,,0.8282208588957055,0.6748466257668712,,
Patrick Dorgu,patrick dorgu,Manchester Utd,MF,16.1,,,,,,,,,,,,1.4285714285714284,2.919254658385093,,
Patrick Roberts,patrick roberts,Sunderland,"FW,MF",0.3,,,,,,,,,,,,0.0,0.0,,
Pau Torres,pau torres,Aston Villa,DF,18.6,,,,,,,,,,,,0.3763440860215054,0.26881720430107525,,
Pedro Lima,pedro lima,Wolves,MF,2.9,,,,,,,,,,,,2.0689655172413794,0.3448275862068966,,
Pedro Neto,pedro neto,Chelsea,"MF,FW",29.2,,,,,,,,,,,,0.5821917808219178,0.8561643835616438,,
Pedro Porro,pedro porro,Tottenham Hotspur,DF,31.1,,,,,,,,,,,,1.0289389067524115,0.8360128617363344,,
Phil Foden,phil foden,Manchester City,MF,23.2,,,,,,,,,,,,0.7758620689655172,1.3362068965517242,,
Piero Hincapié,piero hincapie,Arsenal,DF,19.9,,,,,,,,,,,,0.9045226130653267,0.7035175879396985,,
Quilindschy Hartman,quilindschy hartman,Burnley,DF,20.3,,,,,,,,,,,,0.6403940886699507,0.14778325123152708,,
Radu Drăgușin,radu dragusin,Tottenham Hotspur,DF,5.7,,,,,,,,,,,,1.5789473684210527,0.17543859649122806,,
Randal Kolo Muani,randal kolo muani,Tottenham Hotspur,"FW,MF",18.5,,,,,,,,,,,,2.2162162162162162,0.918918918918919,,
Rayan,rayan,Bournemouth,MF,12.3,,,,,,,,,,,,0.7317073170731707,0.4878048780487805,,
Rayan Aït-Nouri,rayan ait-nouri,Manchester City,DF,10.8,,,,,,,,,,,,1.574074074074074,0.9259259259259258,,
Rayan Cherki,rayan cherki,Manchester City,MF,19.8,,,,,,,,,,,,0.9090909090909091,1.7171717171717171,,
Raúl Jiménez,raul jimenez,Fulham,FW,24.3,,,,,,,,,,,,1.8930041152263375,1.3991769547325101,,
Reece James,reece james,Chelsea,"DF,MF",21.8,,,,,,,,,,,,1.1926605504587156,1.0091743119266054,,
Reinildo Mandava,reinildo mandava,Sunderland,DF,21.8,,,,,,,,,,,,1.4678899082568806,1.6055045871559632,,
Reiss Nelson,reiss nelson,Brentford,"FW,MF",1.4,,,,,,,,,,,,0.0,1.4285714285714286,,
Riccardo Calafiori,riccardo calafiori,Arsenal,DF,18.9,,,,,,,,,,,,1.3756613756613758,0.5291005291005292,,
Richarlison,richarlison,Tottenham Hotspur,"FW,MF",21.8,,,,,,,,,,,,1.055045871559633,1.5137614678899083,,
Rico Henry,rico henry,Brentford,DF,14.8,,,,,,,,,,,,1.0135135135135134,1.1486486486486487,,
Rico Lewis,rico lewis,Manchester City,DF,4.5,,,,,,,,,,,,1.1111111111111112,2.0,,
Rio Cardines,rio cardines,Crystal Palace,MF,1.0,,,,,,,,,,,,0.0,1.0,,
Rio Ngumoha,rio ngumoha,Liverpool,MF,6.2,,,,,,,,,,,,0.6451612903225806,1.9354838709677418,,
Robert Sánchez,robert sanchez,Chelsea,GK,33.8,,,,,,,,,,,,0.0591715976331361,0.38461538461538464,,
Robin Roefs,robin roefs,Sunderland,GK,35.0,,,,,,,,,,,,0.0,0.4,,
Rodri,rodri,Manchester City,MF,16.8,,,,,,,,,,,,0.8333333333333333,1.8452380952380951,,
Rodrigo Bentancur,rodrigo bentancur,Tottenham Hotspur,MF,20.9,,,,,,,,,,,,0.9090909090909092,0.3827751196172249,,
Rodrigo Gomes,rodrigo gomes,Wolves,"MF,FW",10.7,,,,,,,,,,,,0.5607476635514019,0.7476635514018692,,
Rodrigo Muniz,rodrigo muniz,Fulham,FW,11.1,,,,,,,,,,,,1.8918918918918919,1.6216216216216217,,
Romain Esse,romain esse,Crystal Palace,MF,0.5,,,,,,,,,,,,4.0,4.0,,
Romaine Mundle,romaine mundle,Sunderland,MF,4.6,,,,,,,,,,,,1.5217391304347827,1.7391304347826089,,
Romelle Donovan,romelle donovan,Brentford,FW,0.5,,,,,,,,,,,,4.0,6.0,,
Roméo Lavia,romeo lavia,Chelsea,MF,4.2,,,,,,,,,,,,1.9047619047619047,1.9047619047619047,,
Ross Barkley,ross barkley,Aston Villa,MF,9.5,,,,,,,,,,,,0.9473684210526315,0.8421052631578947,,
Ryan Christie,ryan christie,Bournemouth,MF,11.0,,,,,,,,,,,,1.4545454545454546,2.0,,
Ryan Gravenberch,ryan gravenberch,Liverpool,MF,33.2,,,,,,,,,,,,1.1445783132530118,1.2650602409638554,,
Ryan Sessegnon,ryan sessegnon,Fulham,"DF,MF",20.3,,,,,,,,,,,,1.625615763546798,0.14778325123152708,,
Ryan Yates,ryan yates,Nottingham Forest,MF,6.9,,,,,,,,,,,,1.8840579710144927,1.8840579710144927,,
Rúben Dias,ruben dias,Manchester City,DF,23.8,,,,,,,,,,,,0.6302521008403361,0.37815126050420167,,
Sam Byram,sam byram,Leeds United,"DF,MF",0.1,,,,,,,,,,,,10.0,0.0,,
Sam Johnstone,sam johnstone,Wolves,GK,12.0,,,,,,,,,,,,0.0,0.0,,
Samuel Chukwueze,samuel chukwueze,Fulham,MF,12.0,,,,,,,,,,,,0.4166666666666667,1.0,,
Sander Berge,sander berge,Fulham,MF,32.3,,,,,,,,,,,,1.08359133126935,0.43343653250774,,
Sandro Tonali,sandro tonali,Newcastle United,MF,28.2,,,,,,,,,,,,0.851063829787234,1.4893617021276595,,
Santiago Bueno,santiago bueno,Wolves,DF,28.4,,,,,,,,,,,,1.0211267605633803,0.38732394366197187,,
Saša Kalajdžić,sasa kalajdzic,Wolves,"FW,MF",0.2,,,,,,,,,,,,0.0,0.0,,
Saša Lukić,sasa lukic,Fulham,MF,19.3,,,,,,,,,,,,2.7461139896373057,1.2953367875647668,,
Sean Longstaff,sean longstaff,Leeds United,MF,11.2,,,,,,,,,,,,1.1607142857142858,1.517857142857143,,
Sean Neave,sean neave,Newcastle United,FW,0.2,,,,,,,,,,,,0.0,0.0,,
Sebastiaan Bornauw,sebastiaan bornauw,Leeds United,DF,4.8,,,,,,,,,,,,1.4583333333333335,0.0,,
Senne Lammens,senne lammens,Manchester Utd,GK,32.0,,,,,,,,,,,,0.0,0.125,,
Sepp van den Berg,sepp van den berg,Brentford,DF,30.7,,,,,,,,,,,,0.48859934853420195,0.3583061889250814,,
Shea Lacey,shea lacey,Manchester Utd,FW,0.5,,,,,,,,,,,,4.0,4.0,,
Shumaira Mheuka,shumaira mheuka,Chelsea,FW,0.0,,,,,,,,,,,,,,,
Simon Adingra,simon adingra,Sunderland,"MF,FW",7.3,,,,,,,,,,,,2.4657534246575343,0.4109589041095891,,
Solly March,solly march,Brighton,MF,0.5,,,,,,,,,,,,0.0,2.0,,
Soungoutou Magassa,soungoutou magassa,West Ham United,MF,10.9,,,,,,,,,,,,1.5596330275229358,1.5596330275229358,,
Souza,souza,Tottenham Hotspur,MF,1.6,,,,,,,,,,,,1.875,1.25,,
Stefan Ortega,stefan ortega,Nottingham Forest,GK,3.0,,,,,,,,,,,,0.0,0.0,,
Stefanos Tzimas,stefanos tzimas,Brighton,FW,1.5,,,,,,,,,,,,2.6666666666666665,0.6666666666666666,,
Sven Botman,sven botman,Newcastle United,DF,20.4,,,,,,,,,,,,0.6372549019607844,0.9313725490196079,,
Sávio,savio,Manchester City,MF,9.3,,,,,,,,,,,,0.9677419354838709,1.6129032258064515,,
Séamus Coleman,seamus coleman,Everton,DF,0.2,,,,,,,,,,,,0.0,5.0,,
Taiwo Awoniyi,taiwo awoniyi,Nottingham Forest,FW,5.5,,,,,,,,,,,,1.8181818181818181,1.2727272727272727,,
Tammy Abraham,tammy abraham,Aston Villa,FW,3.2,,,,,,,,,,,,0.625,0.0,,
Tawanda Chirewa,tawanda chirewa,Wolves,MF,0.3,,,,,,,,,,,,10.0,3.3333333333333335,,
